q101b1,q101c1,q101e1,q101f1,q101g1,q101h1,q101i1,q101m1,q203,q206,q207,q211,q212,q213,q301
1,198307,1,7,2,2,1,1,14,1,5000,7,1,2,201105
2,198001,1,7,2,2,1,1,13,1,5000,7,1,1,200610
2,198707,1,3,1,2,4,1,-1,-1,-1,2,1,1,201103
1,197201,1,4,2,2,1,1,15,1,2000,7,2,-1,200805
2,198209,1,7,2,2,1,1,12,1,7000,2,1,2,200905
1,197510,1,7,2,2,1,1,13,1,10000,7,1,2,199912
1,198109,1,6,2,2,1,1,8,1,11000,7,1,3,200912
1,198104,1,6,1,2,1,1,13,1,11000,2,1,3,200810
1,198108,1,6,2,2,1,1,13,1,5000,7,1,2,201101
1,196909,1,4,1,2,1,1,4,2,6000,7,2,-1,199611
1,198106,1,8,2,2,1,1,13,1,10000,7,1,1,201111
2,198008,1,3,2,2,3,1,-1,-1,-1,5,2,-1,200304
2,197907,1,6,2,2,1,1,9,1,3500,7,1,1,200505
2,197810,1,7,2,2,1,1,13,1,8000,7,2,-1,200401
2,197612,1,4,2,2,5,1,-1,-1,-1,7,2,-1,199809
1,198003,1,7,2,2,1,1,15,1,7000,7,1,1,200711
1,198202,1,6,2,2,1,1,1,1,8000,7,1,2,201105
1,198102,1,7,2,2,1,1,4,1,8000,7,1,1,200905
2,198010,1,6,2,2,1,1,15,1,3600,2,1,1,200509
2,198411,1,7,2,2,1,1,12,3,5000,2,1,3,201002
2,196911,1,6,2,3,3,2,-1,-1,-1,2,2,-1,200502
1,198202,1,7,1,2,1,1,15,1,4000,2,1,2,201203
1,198305,1,7,2,2,1,1,15,1,12000,7,1,1,201006
1,197405,1,7,2,2,1,1,15,1,10000,2,1,1,200111
1,198008,1,6,2,2,1,1,15,1,10000,2,1,1,200612
1,198306,1,7,2,2,1,1,4,1,10000,7,2,-1,200911
2,197109,1,3,1,2,1,1,11,1,1500,2,2,-1,199312
2,196207,1,3,1,2,2,1,7,2,20000,7,2,-1,198405
2,198308,1,7,2,2,1,1,4,2,20000,7,2,-1,200610
2,198911,1,5,1,1,1,1,15,1,2300,2,2,-1,-1
2,198304,1,6,2,1,1,1,13,1,8000,5,1,1,-1
2,198702,1,6,1,1,1,1,12,1,2000,2,2,-1,-1
1,198112,1,3,1,2,1,1,6,1,15000,2,2,-1,200501
2,198106,1,6,2,2,4,1,-1,-1,-1,7,2,-1,200703
2,197409,1,4,2,2,1,1,6,3,1500,2,2,-1,200912
2,197404,4,2,1,2,4,1,-1,-1,-1,2,2,-1,199610
2,197805,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200210
1,197806,1,3,1,2,1,1,8,2,10000,2,2,-1,200402
2,198801,1,3,1,2,1,1,8,1,3000,2,2,-1,200812
2,197303,1,3,2,2,1,1,4,2,5000,7,2,-1,200503
2,197309,2,3,2,1,1,1,6,1,3000,2,2,-1,-1
1,198007,1,4,1,2,1,1,8,1,7500,7,1,1,200302
2,197608,1,3,1,2,1,1,6,3,2000,2,2,-1,200012
1,198211,1,5,1,2,2,1,8,3,4000,2,2,-1,200702
2,197709,20,3,1,2,1,1,6,2,2500,2,1,1,199905
1,197911,1,4,1,2,1,1,6,2,10000,7,2,-1,200901
1,196312,1,3,1,2,1,1,6,3,1000,2,2,-1,198912
1,198804,1,4,2,2,1,1,8,1,2000,2,2,-1,201010
1,195610,1,3,2,3,4,1,-1,-1,-1,8,2,-1,198110
2,197810,1,3,1,2,1,1,6,1,3000,2,2,-1,199912
2,199008,1,5,2,1,1,1,8,1,2600,2,1,1,-1
1,197003,1,4,1,2,1,1,9,1,4000,2,2,-1,199110
1,196311,1,3,1,2,1,1,4,1,6000,2,2,-1,198411
1,196803,1,3,1,2,1,1,12,1,2500,2,2,-1,199801
2,198312,1,3,1,1,1,2,9,1,3600,2,2,-1,-1
2,198709,1,7,1,1,1,2,12,1,4000,2,2,-1,-1
2,198604,1,4,1,1,1,1,6,1,2600,2,2,-1,-1
1,198911,1,4,1,1,1,2,10,1,3000,2,2,-1,-1
2,198209,2,5,1,2,1,1,6,1,2000,2,2,-1,201105
2,197907,1,3,1,2,1,1,4,1,2000,2,2,-1,199911
2,196912,1,3,1,2,5,2,-1,-1,-1,2,2,-1,199006
2,196412,1,3,1,2,5,2,-1,-1,-1,2,2,-1,198801
2,199101,1,5,1,1,1,2,6,1,3600,2,2,-1,-1
2,196309,1,2,1,2,5,2,-1,-1,-1,2,2,-1,198501
2,198603,1,6,2,1,1,1,1,1,9000,2,1,2,-1
1,198612,1,5,2,2,1,2,6,1,4000,2,2,-1,201106
1,198204,1,3,1,1,1,2,6,1,6000,2,2,-1,-1
1,198205,1,3,1,1,3,2,-1,-1,-1,2,2,-1,-1
2,198410,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200905
1,197112,1,3,1,2,1,1,8,1,5000,2,2,-1,200005
2,197502,1,3,1,2,1,1,8,1,2400,2,2,-1,199510
1,198711,1,4,1,2,1,1,4,1,9000,2,2,-1,201204
1,199512,1,3,2,1,1,1,15,1,5000,4,2,-1,-1
2,197002,1,4,1,2,5,1,-1,-1,-1,7,2,-1,199112
1,197710,1,6,2,2,1,1,4,2,5000,7,2,-1,200208
2,196804,1,4,2,2,4,1,-1,-1,-1,7,2,-1,199604
1,197506,1,4,2,2,1,1,4,2,5000,7,2,-1,199411
2,196204,1,4,2,2,1,1,15,2,5000,7,2,-1,198210
2,197208,1,4,2,2,1,1,8,1,4500,7,1,3,200605
2,196203,1,6,2,2,1,1,15,1,3000,7,2,-1,198401
1,197208,1,4,1,2,1,1,4,1,6000,7,1,3,199601
1,197204,1,6,1,2,1,3,4,3,5000,7,1,3,199712
1,196206,1,6,1,2,1,1,4,2,50000,7,2,-1,198401
1,196506,1,4,1,2,1,1,15,1,8000,7,2,-1,198610
2,196301,1,4,2,2,7,3,-1,-1,-1,7,2,-1,198503
2,196802,1,3,1,2,1,1,4,2,5600,7,2,-1,198702
1,196712,1,3,1,2,1,1,4,2,5000,7,2,-1,198510
1,196311,1,4,2,2,1,1,4,1,6000,7,1,3,198512
2,196701,1,3,1,2,1,1,15,3,5000,7,2,-1,199105
1,196505,1,5,2,3,1,1,4,2,15000,7,2,-1,199505
2,197012,1,4,2,2,1,1,14,1,1500,7,2,-1,199105
2,197912,1,4,1,2,1,1,6,1,5000,7,1,1,200504
2,195702,1,2,2,2,7,2,-1,-1,-1,2,2,-1,197407
1,195402,1,4,2,2,7,1,-1,-1,-1,2,2,-1,197407
1,197810,1,6,2,2,1,1,6,3,30000,7,1,2,200605
1,197209,1,6,2,2,1,1,8,1,1400,7,1,2,199710
1,197504,1,7,1,2,1,1,1,2,20000,7,1,2,200310
2,198308,1,6,1,2,1,1,6,3,30000,7,1,2,200605
1,198004,1,4,1,2,1,1,15,1,5000,2,1,2,200301
1,197508,1,3,2,2,1,1,6,3,8000,7,1,2,199801
1,197202,1,6,2,2,1,1,4,2,8000,7,1,3,200002
1,199002,1,3,1,1,1,1,15,1,1300,4,2,-1,-1
2,197209,1,6,2,2,5,1,-1,-1,-1,7,2,-1,200211
2,198101,1,5,1,2,5,1,-1,-1,-1,7,1,2,200310
1,198101,1,6,2,2,1,1,15,1,5000,7,1,2,200802
2,198001,1,7,2,2,1,1,15,1,7000,7,1,1,200802
2,197912,1,4,1,2,5,1,-1,-1,-1,5,2,-1,200511
2,197407,1,3,2,2,5,1,-1,-1,-1,7,1,1,199801
2,197710,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200301
1,198012,1,6,2,2,1,1,11,1,4000,7,2,-1,200705
2,197309,1,6,2,2,5,1,-1,-1,-1,7,1,1,199710
2,198311,1,7,2,2,4,1,-1,-1,-1,7,2,-1,200705
2,198411,1,7,2,1,1,2,6,1,2500,4,1,1,-1
1,198608,1,7,2,1,1,1,6,1,2999,4,1,1,-1
2,197309,1,3,1,2,1,1,6,3,3000,1,2,-1,199411
1,198006,1,4,1,2,1,1,6,3,700,1,2,-1,200212
2,198111,1,3,1,2,1,1,6,3,3000,1,2,-1,200503
1,198211,1,3,1,2,1,1,6,3,2000,1,2,-1,200307
2,198902,1,6,2,1,1,2,6,1,2500,4,1,1,-1
2,198404,1,6,2,2,1,1,6,1,2800,2,1,1,201112
2,198811,1,7,1,1,1,2,6,1,1500,4,1,1,-1
2,198803,1,6,1,1,1,2,6,1,1500,4,1,1,-1
2,198810,1,6,1,1,1,2,6,1,1800,4,1,1,-1
2,197906,1,4,1,2,5,2,-1,-1,-1,7,2,-1,200405
1,196608,1,6,1,2,1,1,4,1,8000,7,1,2,199512
2,198911,1,6,2,1,1,1,6,1,2000,4,1,1,-1
2,198402,1,5,2,1,1,1,6,1,2000,4,1,1,-1
2,199006,1,6,1,1,1,2,6,1,2600,4,1,1,-1
2,198901,1,5,1,1,1,1,6,1,2000,4,1,1,-1
2,198901,1,5,1,1,1,1,6,1,1800,4,1,1,-1
1,199210,1,6,2,1,1,2,6,1,2000,4,1,1,-1
2,198610,1,7,1,1,1,2,6,1,2500,4,1,1,-1
2,195503,1,6,2,2,7,1,-1,-1,-1,7,2,-1,198204
1,197606,1,3,1,2,1,1,6,3,2500,7,2,-1,201005
1,197010,1,4,2,2,1,1,4,3,12000,7,2,-1,199410
2,198404,1,7,2,2,1,1,10,1,1500,7,1,1,200906
2,196203,1,3,1,2,5,1,-1,-1,-1,7,2,-1,198312
2,197912,1,4,1,2,1,1,6,3,30000,7,2,-1,200911
2,198311,1,4,1,2,5,2,-1,-1,-1,2,2,-1,200209
2,197203,1,3,1,2,5,1,-1,-1,-1,7,2,-1,199303
1,198910,1,2,1,1,4,1,-1,-1,-1,7,2,-1,-1
1,197608,1,4,2,2,1,1,6,2,8000,7,1,2,200303
2,198211,1,6,2,2,1,1,12,2,6000,7,1,2,200402
1,198402,1,4,1,2,1,1,6,3,3000,1,2,-1,201005
1,198502,1,3,1,2,1,1,6,3,2000,1,2,-1,200807
1,199103,1,3,1,2,1,1,6,3,1800,1,2,-1,201012
2,199012,1,5,1,1,1,2,6,1,1400,4,1,1,-1
1,198706,1,7,2,1,1,3,6,1,2600,4,1,1,-1
1,198306,1,7,2,1,1,1,6,1,2510,4,1,1,-1
1,198609,1,7,2,1,1,2,8,1,1500,4,1,1,-1
2,199109,1,5,1,1,1,2,6,1,1600,4,1,1,-1
1,198810,10,6,2,1,1,2,6,1,3000,4,1,1,-1
1,196812,1,3,1,2,1,1,6,3,2000,7,2,-1,199012
2,196810,1,3,1,2,1,1,6,3,1000,7,2,-1,199012
2,198510,1,5,1,2,5,1,-1,-1,-1,2,2,-1,201001
2,197908,1,7,1,2,1,1,15,2,1500,2,2,-1,200710
1,197703,1,3,1,2,1,1,15,1,3000,2,3,-1,199909
2,196611,1,3,1,2,1,1,6,3,1000,7,2,-1,198808
1,198908,1,6,2,1,6,1,-1,-1,-1,7,2,-1,-1
1,199601,1,3,1,1,6,1,-1,-1,-1,7,2,-1,-1
1,198108,1,6,2,2,1,1,13,1,11000,7,1,1,200801
2,197503,1,5,1,2,1,1,1,1,3500,7,1,1,200006
1,197208,1,4,1,2,1,1,13,1,3500,7,1,1,200112
1,197202,1,3,1,2,1,1,15,3,7000,6,2,-1,199510
2,197508,1,3,1,2,5,1,-1,-1,-1,2,2,-1,199210
1,198802,1,6,1,1,1,1,1,1,3000,4,1,1,-1
1,198606,1,7,1,1,1,1,1,1,2500,4,1,1,-1
1,199403,1,3,1,1,1,1,1,1,2500,4,1,1,-1
1,199303,1,5,1,1,1,1,1,1,2000,4,1,1,-1
1,199002,1,5,1,1,1,1,1,1,2000,4,1,1,-1
1,198807,1,6,1,2,1,1,1,1,2500,4,1,1,201102
1,197110,1,3,1,2,1,1,1,1,3000,4,1,1,199101
1,196710,1,4,1,2,1,1,1,1,2000,4,1,1,199002
1,199211,1,5,1,1,1,1,1,1,2000,4,1,1,-1
1,198611,1,3,1,2,1,2,10,1,1800,2,1,1,200802
1,197402,1,4,1,2,1,1,10,1,2500,2,1,1,200405
1,197811,3,3,1,2,1,2,10,1,2000,4,1,2,200202
1,197705,1,4,1,2,1,1,10,1,2080,2,2,-1,200310
1,197309,1,3,1,2,1,1,10,1,2000,2,1,3,200001
1,197912,2,5,2,1,1,2,10,1,3100,1,1,2,-1
2,198503,1,6,2,1,1,1,10,1,2500,4,1,2,-1
1,199003,1,4,1,2,1,1,10,1,6000,2,1,1,201110
1,196412,1,3,1,2,1,1,4,1,4500,2,2,-1,198112
1,195906,1,2,1,2,1,1,1,1,2000,4,1,1,198502
1,199201,1,5,1,1,1,1,1,1,2000,4,1,1,-1
1,198612,1,5,1,1,1,1,1,1,2000,4,1,1,-1
1,198111,1,4,1,2,1,1,1,1,2000,4,1,1,200802
1,195211,1,2,1,5,1,1,1,1,2000,4,1,1,198110
1,199308,1,1,1,1,1,1,1,1,2000,4,1,1,-1
1,198507,1,3,1,2,1,1,1,1,2500,4,1,1,200706
1,196401,1,2,1,2,1,1,1,1,2000,4,1,1,198401
1,198810,1,5,1,1,1,1,1,1,2000,4,1,1,-1
1,196611,1,2,1,2,1,1,1,1,2000,4,1,1,199102
1,199503,1,4,1,1,1,1,1,1,2500,1,1,1,-1
1,195207,1,3,1,2,1,1,1,1,2000,1,1,1,197810
1,198105,1,4,2,1,1,1,15,3,1000,2,2,-1,-1
1,198606,1,3,1,2,1,1,6,3,2000,2,2,-1,200805
1,198201,1,3,1,4,1,1,6,1,1500,4,3,-1,200808
1,196909,1,3,1,2,1,1,15,1,3000,2,2,-1,199202
2,196807,1,3,1,2,1,1,15,1,2500,1,2,-1,199205
1,197404,1,3,1,2,1,1,15,1,5000,2,2,-1,200103
1,196912,1,3,1,2,1,1,15,3,2000,2,2,-1,199301
1,198902,1,3,1,1,1,2,6,1,2000,4,3,-1,-1
2,199212,1,3,1,1,1,1,6,1,2000,4,3,-1,-1
1,197412,1,3,1,2,1,1,6,2,2000,2,2,-1,199508
1,199511,1,4,1,1,1,1,7,4,3000,2,2,-1,-1
1,198112,1,3,1,2,1,1,7,2,20000,2,2,-1,200301
1,196511,1,2,1,2,1,1,7,3,3000,2,3,-1,198611
1,198903,1,2,1,2,1,1,7,2,3000,6,2,-1,200908
2,198907,1,5,1,1,1,1,7,1,2000,2,2,-1,-1
2,198405,1,3,1,2,1,1,7,4,2500,2,2,-1,200901
1,195704,1,2,1,2,1,1,7,3,2000,2,2,-1,198001
2,197108,1,1,1,2,1,1,15,3,2000,2,2,-1,199301
1,196112,1,3,1,2,1,1,6,3,3000,2,2,-1,198411
1,198711,1,4,1,1,1,1,10,1,2500,4,1,1,-1
1,198608,1,5,1,2,1,1,10,1,2000,7,1,1,201111
1,198703,1,3,1,1,1,1,7,1,2000,4,1,1,-1
1,197412,1,6,2,2,1,1,15,2,30000,2,1,1,200312
2,197908,1,4,1,1,1,1,6,3,2000,2,2,-1,-1
1,198908,1,3,1,1,1,1,7,1,2000,4,2,-1,-1
1,196011,1,2,1,2,1,1,7,3,1500,6,2,-1,198802
1,198606,1,7,1,1,1,1,10,1,3000,4,1,1,-1
1,198912,1,4,1,2,1,1,10,1,3500,7,1,1,201111
1,199501,1,2,1,1,1,1,1,1,1600,4,1,1,-1
2,196608,1,3,1,2,1,1,1,1,1500,2,2,-1,198601
2,195811,1,3,1,2,1,1,1,1,2000,1,2,-1,198202
2,196502,1,3,1,2,1,1,1,1,2500,2,2,-1,199101
1,198701,1,3,2,2,1,1,10,1,2500,2,1,1,201201
1,195905,1,4,1,5,1,1,15,1,2000,1,2,-1,198410
2,196902,1,3,1,2,1,1,1,1,1500,1,1,1,199010
1,198809,1,6,1,2,1,1,1,1,3000,1,1,1,201101
1,195410,1,3,1,2,1,1,1,1,2500,4,1,1,198003
1,198909,1,6,1,2,1,1,1,1,2500,4,1,1,201101
1,199609,1,3,1,1,1,1,1,1,2500,4,1,1,-1
1,196806,1,4,2,2,1,1,15,1,2700,4,1,2,199305
1,198609,1,4,1,2,1,1,10,1,2500,2,1,2,200812
1,198604,1,6,1,2,1,1,10,1,3500,2,1,1,201010
1,198109,1,4,1,2,1,1,10,1,3000,2,1,2,200409
1,198811,1,4,2,1,1,1,10,1,2700,1,1,3,-1
2,199002,1,6,2,1,1,2,10,1,2500,2,1,3,-1
1,198207,1,4,1,2,1,1,10,1,2500,2,1,2,200612
1,199002,1,5,1,1,1,1,10,1,4000,1,1,3,-1
1,197005,1,4,1,2,1,1,10,1,2000,4,1,2,199909
1,198108,1,3,1,2,1,1,10,1,2500,1,2,-1,200610
2,198611,1,6,1,1,1,1,10,1,2600,2,1,2,-1
1,199108,1,4,1,1,1,1,10,1,2300,2,2,-1,-1
2,198209,1,7,2,2,1,1,12,1,5000,7,1,1,200801
2,197011,1,3,1,2,1,1,1,1,2000,2,2,-1,199410
1,195501,1,4,2,2,4,1,-1,-1,-1,7,2,-1,198101
2,198709,1,6,2,2,1,1,1,1,2000,2,2,-1,201201
2,198404,1,4,1,2,5,1,-1,-1,-1,2,3,-1,200312
1,196403,1,4,2,2,1,1,12,1,2500,7,1,1,198601
2,197108,1,3,1,2,1,1,1,1,1800,2,2,-1,199302
1,199007,1,4,1,1,1,1,1,1,4000,2,2,-1,-1
1,199302,1,4,1,1,6,1,-1,-1,-1,2,2,-1,-1
2,197403,1,3,1,2,1,1,7,1,1500,2,2,-1,199502
1,198802,1,3,1,2,1,1,1,1,3000,2,1,1,201002
2,198505,1,3,1,2,1,1,1,1,1700,2,2,-1,200211
1,199012,1,4,1,1,6,1,-1,-1,-1,2,2,-1,-1
1,195809,1,2,1,2,1,1,15,1,1500,2,2,-1,197903
1,198309,1,3,1,2,1,1,4,3,7000,2,2,-1,200404
1,197604,1,3,1,2,4,1,-1,-1,-1,2,2,-1,200112
2,197803,1,3,1,2,1,1,6,3,3000,2,2,-1,199912
2,199005,1,4,1,1,4,1,-1,-1,-1,2,2,-1,-1
2,198109,1,3,1,2,4,1,-1,-1,-1,2,2,-1,200903
1,197901,1,3,1,2,1,1,6,3,4000,2,2,-1,200504
1,196901,1,3,2,2,1,1,1,1,5000,2,1,2,-9
1,197212,1,3,1,2,1,1,10,1,6000,2,2,-1,199610
1,198506,1,3,1,2,1,1,1,1,4000,2,1,2,200302
1,198002,1,3,1,2,1,1,10,1,6000,2,2,-1,200401
2,198409,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200701
2,198905,1,3,1,2,1,1,1,1,1800,2,2,-1,201201
1,198004,1,2,1,2,1,1,7,3,5000,6,2,-1,200401
1,199006,1,4,2,1,1,1,15,3,8000,1,2,-1,-1
1,195612,1,3,1,2,1,1,3,1,2000,2,2,-1,198001
1,197303,1,4,2,2,1,1,15,1,4000,2,1,1,200404
1,198101,1,4,1,1,1,1,6,3,5000,3,2,-1,-1
2,197301,3,6,2,2,1,1,15,1,4000,2,1,3,200207
2,199104,1,5,1,2,5,1,-1,-1,-1,2,2,-1,200808
2,198602,1,3,1,2,1,1,6,3,3000,2,2,-1,200609
2,198101,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200912
2,199105,1,5,1,2,5,2,-1,-1,-1,2,2,-1,201202
2,198402,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200702
2,196608,1,1,1,2,1,2,8,3,6000,2,2,-1,198701
2,197602,1,3,1,2,1,1,1,1,2600,4,2,-1,200003
2,199004,1,3,1,1,1,2,1,1,3500,4,2,-1,-1
2,198210,1,4,1,2,1,1,1,1,2700,4,2,-1,200210
2,198304,1,7,2,2,1,1,15,1,4000,2,2,-1,201204
1,198308,1,4,1,2,1,1,5,3,7000,7,2,-1,200606
1,198503,1,5,2,2,1,1,4,1,4000,2,2,-1,200802
2,196504,1,2,1,2,5,2,-1,-1,-1,2,2,-1,198412
1,198912,1,2,1,2,1,1,6,3,4000,2,1,1,201111
1,197905,1,3,2,1,1,1,8,1,2500,4,2,-1,-1
1,198808,1,3,1,1,1,2,1,1,2800,4,2,-1,-1
1,199308,1,3,1,1,1,2,1,1,4100,4,2,-1,-1
1,198612,1,4,1,1,1,2,1,1,3100,4,2,-1,-1
1,199303,1,3,1,1,1,2,1,1,2700,4,2,-1,-1
1,196008,1,3,1,2,1,1,1,1,3200,4,2,-1,198102
1,199204,1,3,1,1,1,2,1,1,3500,4,2,-1,-1
1,198006,1,4,1,2,1,2,1,1,5500,4,2,-1,200303
1,199012,1,3,1,1,1,2,1,1,2700,4,2,-1,-1
1,196405,1,3,1,2,1,1,1,1,2700,4,2,-1,199001
1,199307,1,4,1,1,1,2,1,1,2700,4,2,-1,-1
2,199304,1,3,1,1,1,2,1,1,2600,4,2,-1,-1
2,199105,1,3,1,1,1,2,1,1,2600,4,2,-1,-1
2,199306,1,3,1,1,1,2,1,1,2400,4,2,-1,-1
2,199205,1,3,1,1,1,2,1,1,2300,4,2,-1,-1
2,198803,1,3,1,1,1,1,1,1,3500,4,2,-1,-1
2,198608,1,6,2,1,1,1,1,1,4000,4,1,3,-1
2,199107,1,6,1,1,1,1,1,1,2800,4,2,-1,-1
1,199401,1,3,2,1,4,1,-1,-1,-1,1,2,-1,-1
1,198203,3,4,1,1,1,1,10,4,5000,2,2,-1,-1
1,199307,1,5,1,1,1,1,15,1,2000,2,2,-1,-1
1,197010,20,2,2,2,1,1,6,1,2000,4,2,-1,199312
1,197702,1,3,2,2,1,1,4,3,4000,2,2,-1,200803
2,198211,1,6,2,2,5,1,-1,-1,-1,2,2,-1,200702
2,197404,1,2,1,2,5,1,-1,-1,-1,2,2,-1,199710
1,198610,1,7,1,2,1,3,6,3,5000,2,2,-1,200903
2,197806,1,3,1,2,1,1,7,3,5000,6,2,-1,200112
2,198602,1,3,1,2,1,2,8,1,2000,2,2,-1,200503
2,198208,1,3,1,2,5,1,-1,-1,-1,6,2,-1,200204
2,197004,1,3,1,2,1,1,7,2,5000,6,2,-1,199207
2,198708,1,3,1,2,5,1,-1,-1,-1,6,2,-1,200811
2,197305,1,2,1,2,1,1,7,3,4500,6,2,-1,199711
1,198001,1,3,1,2,1,1,1,1,2000,2,2,-1,200402
1,199509,1,3,1,1,1,3,8,1,1300,1,2,-1,-1
1,198604,1,4,1,2,1,1,8,3,20000,2,2,-1,200808
1,198301,1,3,1,2,1,1,6,3,5000,2,2,-1,200511
1,199307,1,3,1,1,1,1,6,3,1800,6,2,-1,-1
1,196711,1,3,1,2,1,1,6,3,5000,6,2,-1,199010
1,197707,1,3,1,2,1,1,6,3,5000,6,2,-1,200111
1,197106,1,3,1,2,1,1,8,3,3000,6,2,-1,199405
1,198511,1,3,1,1,1,1,1,1,3000,4,2,-1,-1
1,199301,1,3,1,1,1,2,1,1,2800,2,2,-1,-1
1,197507,1,4,1,2,1,2,8,1,3000,2,2,-1,200102
2,197002,1,3,1,2,1,1,7,1,2000,2,3,-1,199002
1,198404,1,3,1,3,4,1,-1,-1,-1,2,2,-1,201104
2,198108,1,6,1,2,5,1,-1,-1,-1,2,2,-1,200409
2,198806,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200912
2,198107,1,4,1,2,1,1,8,1,2000,2,2,-1,200405
1,198708,1,7,1,1,1,1,7,1,5000,2,1,3,-1
1,196606,1,3,1,2,1,1,6,3,2500,2,2,-1,199003
2,197910,1,3,1,2,5,2,-1,-1,-1,2,2,-1,200212
1,198706,1,3,1,2,1,1,4,1,3500,9,2,-1,200902
1,197804,1,3,1,2,1,1,4,1,4500,9,2,-1,200201
1,196812,1,2,1,2,1,1,4,1,5000,9,2,-1,199102
1,198502,1,4,1,2,1,1,4,1,4000,9,2,-1,200805
1,198109,1,3,1,2,1,1,4,1,4500,9,2,-1,200402
1,198209,1,3,1,2,1,1,4,1,4500,9,2,-1,200302
1,198409,1,4,1,2,1,1,4,1,3500,9,2,-1,200802
1,198205,1,3,1,2,1,1,4,1,4000,9,2,-1,200502
2,197703,1,3,1,2,1,1,8,1,2000,2,2,-1,200810
1,197904,1,3,1,2,1,1,4,1,4500,9,2,-1,200210
1,197511,1,3,1,2,1,1,4,1,4500,9,2,-1,199905
2,197311,1,3,1,2,1,2,8,1,1500,2,2,-1,199503
1,199002,1,5,1,1,1,1,13,3,3000,2,2,-1,-1
1,197511,1,4,1,2,1,1,15,1,2000,2,2,-1,200103
1,196501,1,2,1,2,1,1,1,1,2000,2,3,-1,199205
1,197712,1,4,1,2,1,1,4,2,5000,2,2,-1,199906
2,198304,1,3,1,2,1,1,6,1,5000,2,2,-1,201108
1,198902,1,3,1,2,1,1,7,1,1200,2,3,-1,200907
1,198112,1,3,1,2,1,1,15,1,3500,2,2,-1,200305
1,198007,1,3,1,2,1,1,4,2,10000,2,2,-1,200312
2,198911,1,3,1,2,1,1,1,1,3000,2,2,-1,200907
1,198609,1,3,1,2,1,1,4,1,3000,9,2,-1,200905
1,197411,1,3,1,2,1,1,4,1,4500,9,2,-1,199702
1,198209,1,3,1,2,1,1,4,1,4500,9,2,-1,200605
1,198611,1,3,1,2,1,1,4,1,3000,9,2,-1,200910
1,197611,1,3,1,2,1,1,4,1,4500,9,2,-1,200001
1,197102,1,3,1,2,1,1,4,1,4500,9,2,-1,199712
1,196701,1,2,1,2,1,1,4,1,5000,9,2,-1,198901
1,196909,1,2,1,2,1,1,4,1,5000,9,2,-1,199102
1,197906,1,3,1,2,1,1,4,1,4500,9,2,-1,200205
1,197309,1,3,1,2,1,1,4,1,4500,9,2,-1,199712
1,199112,1,3,1,1,1,1,1,1,3000,2,2,-1,-1
1,197711,1,3,1,3,1,1,1,1,4500,2,2,-1,199911
1,199208,1,3,1,1,1,2,1,1,3500,2,2,-1,-1
1,197211,1,3,1,2,1,2,1,1,3000,2,2,-1,199211
1,198612,1,3,1,2,1,1,1,1,3500,4,2,-1,201011
1,198804,1,4,1,1,1,2,1,1,4500,4,2,-1,-1
1,197104,1,3,1,2,1,2,1,1,4000,2,2,-1,199410
1,196610,1,3,1,2,1,1,1,1,3500,2,2,-1,198601
2,199109,1,4,1,1,1,2,1,1,1000,2,2,-1,-1
1,196804,1,3,1,2,1,2,1,1,2800,2,2,-1,199010
1,197905,1,3,1,2,1,2,1,1,3500,2,2,-1,200011
1,198101,1,3,1,2,1,2,1,1,3800,4,2,-1,200212
1,198904,1,3,1,2,1,1,1,1,3000,2,2,-1,200810
1,198709,1,3,1,1,1,3,1,1,2800,4,2,-1,-1
1,198306,1,3,2,2,1,2,1,1,4000,4,2,-1,200312
1,198308,1,3,1,2,1,2,1,1,3200,4,2,-1,200612
2,198611,1,4,1,2,1,2,1,1,4000,2,2,-1,201012
1,197912,1,2,1,2,1,1,6,3,4000,2,2,-1,200501
2,197903,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200601
1,199411,1,3,1,1,1,2,1,4,1200,2,2,-1,-1
1,196912,1,3,1,2,1,1,8,3,2000,2,2,-1,199209
2,198001,1,3,1,2,1,1,7,3,3000,2,2,-1,200312
2,198506,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200701
2,196601,1,1,1,2,5,1,-1,-1,-1,2,2,-1,199103
1,199008,1,3,1,1,1,2,1,4,2000,2,2,-1,-1
1,198306,1,3,1,2,1,1,6,3,3000,2,2,-1,201012
1,197912,1,3,1,2,1,2,6,3,5000,2,2,-1,200208
2,197712,1,5,1,2,5,1,-1,-1,-1,2,2,-1,199905
1,197312,1,3,1,2,1,2,15,3,3000,2,2,-1,199603
1,198704,1,4,1,1,1,2,6,3,5000,2,2,-1,-1
1,198504,1,3,1,2,1,2,7,2,6000,2,2,-1,201004
1,197310,1,4,1,2,1,2,1,3,3000,2,2,-1,199211
2,198909,1,3,1,2,5,1,-1,-1,-1,2,2,-1,201001
2,199105,1,3,2,2,1,2,1,1,4000,4,2,-1,201001
2,197602,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200204
1,195607,1,2,1,2,1,2,1,4,3000,2,2,-1,197705
