q101b1,q101c1,q101e1,q101f1,q101g1,q101h1,q101i1,q101m1,q203,q206,q207,q211,q212,q213,q301
2,198309,1,7,2,2,1,1,13,1,4000,2,2,-1,201105
2,198802,1,4,1,2,1,1,8,1,3000,2,2,-1,201110
2,198506,1,4,1,2,1,1,8,1,2800,2,2,-1,201010
2,199012,1,4,1,2,1,1,8,1,3000,2,2,-1,201001
1,199112,1,4,1,1,1,1,4,1,2800,2,2,-1,-1
1,198110,1,3,1,2,1,1,4,1,3200,2,2,-1,200204
1,198609,1,3,1,2,1,1,4,1,2200,2,2,-1,201112
1,198910,1,3,1,2,1,1,4,1,2100,2,2,-1,201111
2,198809,1,5,1,1,1,1,8,1,2800,2,2,-1,-1
1,199112,1,4,1,1,1,1,9,1,3500,2,2,-1,-1
1,199110,1,3,1,1,1,1,4,1,2300,2,2,-1,-1
1,199001,1,3,1,1,1,1,4,1,2800,2,2,-1,-1
1,199301,1,3,1,1,1,1,9,1,3200,2,2,-1,-1
2,197212,1,3,1,2,5,1,-1,-1,-1,2,3,-1,199210
2,196810,1,3,1,2,5,1,-1,-1,-1,2,2,-1,199112
2,197703,1,3,1,2,5,1,-1,-1,-1,2,3,-1,199805
2,199112,1,3,1,2,1,1,8,1,2000,2,2,-1,201201
2,199110,1,3,1,1,1,1,8,1,2600,2,2,-1,-1
2,198703,1,3,1,1,1,1,8,1,2400,2,2,-1,-1
1,199207,1,5,1,1,1,1,1,1,2500,2,2,-1,-1
1,199302,1,3,1,1,1,1,8,1,1800,2,2,-1,-1
1,199309,1,3,1,1,1,1,10,1,1500,2,2,-1,-1
1,198904,1,3,1,2,1,1,10,1,2500,2,2,-1,201105
1,199110,1,3,1,1,1,1,8,1,2000,2,2,-1,-1
2,199303,1,7,2,1,1,1,12,1,2800,2,2,-1,-1
1,197810,1,3,1,1,1,1,8,1,1000,2,2,-1,-1
1,198407,1,3,1,1,1,1,8,1,3000,2,2,-1,-1
2,198005,1,3,1,2,5,3,-1,-1,-1,2,2,-1,200405
2,197908,1,3,1,2,1,1,6,1,2000,2,2,-1,200302
1,196212,1,3,1,2,1,1,4,1,3200,2,2,-1,198610
2,198407,1,3,1,2,1,1,8,1,1800,2,2,-1,200605
1,196302,1,2,1,2,3,1,-1,-1,-1,2,2,-1,198406
2,197304,1,3,1,2,1,1,8,1,1800,2,2,-1,199507
1,197602,1,3,1,2,1,1,4,1,4600,2,2,-1,199910
2,198712,1,4,1,2,1,1,1,1,2500,2,2,-1,200910
2,196911,1,2,1,2,1,1,8,1,1800,2,2,-1,199002
2,197107,1,3,1,2,1,1,6,3,2000,2,2,-1,199501
2,197403,1,3,1,2,5,1,-1,-1,-1,2,2,-1,199910
1,196506,1,3,1,2,1,1,4,1,3000,2,2,-1,198910
1,199112,1,4,1,1,1,1,10,1,3200,2,2,-1,-1
1,198903,1,3,1,1,1,1,8,3,4500,6,2,-1,-1
2,196702,1,3,1,2,5,1,-1,-1,-1,2,2,-1,198703
1,198604,1,4,1,2,1,1,4,1,3200,2,2,-1,200811
1,197601,1,4,1,2,1,1,4,1,4200,2,2,-1,199907
2,196608,1,2,1,2,4,1,-1,-1,-1,2,2,-1,198905
2,198712,1,5,1,2,1,1,8,1,2300,2,2,-1,200905
2,197806,1,1,1,2,3,1,-1,-1,-1,2,2,-1,200110
2,196603,1,4,1,2,5,1,-1,-1,-1,2,3,-1,198605
2,199008,1,3,1,2,1,1,8,1,2000,2,2,-1,201201
2,199005,1,3,1,2,1,1,6,1,1800,2,2,-1,201112
1,197304,1,3,1,2,1,1,4,1,3000,2,2,-1,199712
2,197508,1,2,1,2,1,3,6,3,3000,2,3,-1,199612
1,196409,1,3,1,2,1,1,6,2,800,2,2,-1,199201
1,197204,1,3,1,2,1,2,4,3,2200,2,2,-1,199611
1,196702,1,2,1,2,1,2,4,1,3000,2,2,-1,198811
1,197104,1,2,1,2,1,2,4,1,3500,2,2,-1,199512
2,196804,1,1,1,2,1,2,8,1,600,2,2,-1,198911
1,198403,1,1,1,1,4,2,-1,-1,-1,2,2,-1,-1
2,197509,1,2,1,2,1,2,8,1,1500,2,2,-1,199712
2,198803,1,3,1,1,1,2,1,1,1500,2,2,-1,-1
2,196902,1,1,1,2,1,2,15,1,2000,2,2,-1,199303
2,197002,1,2,1,2,5,2,-1,-1,-1,2,2,-1,199505
2,196712,1,3,1,2,1,1,8,1,800,2,2,-1,199012
2,196601,1,2,1,2,1,2,8,4,1500,2,2,-1,198910
2,196611,1,2,1,2,1,2,8,1,2500,2,2,-1,198912
1,197108,1,3,1,2,1,2,4,1,3000,2,2,-1,199802
2,198206,1,3,1,3,1,2,4,1,3000,2,2,-1,201010
2,198712,1,3,1,2,4,2,-1,-1,-1,2,2,-1,201012
1,196710,1,2,1,2,1,1,8,2,2000,2,2,-1,198902
1,197410,1,3,1,2,1,1,6,3,5000,2,2,-1,200705
1,197608,1,3,1,2,1,1,1,3,4000,1,2,-1,200804
1,198507,1,4,1,2,1,1,4,1,3000,2,2,-1,200505
2,197105,1,3,1,2,5,1,-1,-1,-1,2,1,1,199209
2,198911,1,4,1,2,5,1,-1,-1,-1,2,2,-1,201005
2,198906,1,5,1,2,5,1,-1,-1,-1,2,2,-1,200901
2,198905,1,5,1,2,1,1,8,1,3000,2,2,-1,201101
2,198706,1,4,1,2,5,1,-1,-1,-1,2,2,-1,201005
2,197010,1,2,1,3,5,1,-1,-1,-1,2,2,-1,198911
2,198802,1,3,1,2,1,1,6,2,2000,6,2,-1,201006
2,199012,1,3,1,2,5,1,-1,-1,-1,2,2,-1,201010
2,198510,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200911
2,199005,1,3,1,2,1,1,15,2,2000,2,2,-1,201110
2,198806,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200905
2,198812,1,3,1,2,5,1,-1,-1,-1,2,2,-1,201005
2,198102,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200610
1,198009,1,6,1,2,1,1,6,3,2000,2,2,-1,200504
2,198803,1,4,1,2,5,1,-1,-1,-1,2,2,-1,199912
2,197806,1,7,1,2,5,1,-1,-1,-1,2,2,-1,199905
2,199112,1,1,1,2,5,1,-1,-1,-1,2,2,-1,201005
2,198203,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200312
2,198403,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200712
2,197411,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200012
2,198902,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200905
1,197906,1,3,1,2,1,1,4,1,5000,2,2,-1,201111
1,196902,1,3,1,2,1,1,4,1,3000,2,2,-1,199205
2,198210,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200605
1,198006,1,3,1,2,1,1,4,1,800,2,2,-1,199611
2,197502,1,5,1,2,5,1,-1,-1,-1,2,2,-1,200502
2,198105,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200107
2,198608,1,6,1,2,5,1,-1,-1,-1,2,2,-1,200805
2,199010,1,3,1,2,5,1,-1,-1,-1,2,2,-1,201005
2,198408,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200905
2,199010,1,3,1,2,5,1,-1,-1,-1,2,2,-1,201001
2,199205,1,3,1,2,5,1,-1,-1,-1,2,2,-1,201201
2,197811,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200710
1,198301,1,4,1,2,1,1,4,1,5000,2,2,-1,200312
2,197404,1,2,1,2,5,1,-1,-1,-1,2,2,-1,199111
2,198708,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200802
2,197509,1,3,1,2,5,1,-1,-1,-1,2,2,-1,199605
2,198604,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200710
2,197301,1,3,2,2,1,2,7,3,2000,2,2,-1,199501
2,196209,1,3,1,2,1,1,7,3,1500,2,2,-1,198301
2,196610,1,1,1,2,5,1,-1,-1,-1,2,2,-1,198902
2,197303,1,3,1,2,1,1,6,3,2000,2,2,-1,199401
2,195808,1,3,1,2,1,1,8,1,1000,4,2,-1,198301
1,195605,1,3,1,2,1,1,7,2,2000,1,2,-1,198302
2,197806,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200406
1,196609,1,3,2,2,1,2,8,1,2000,2,2,-1,198705
1,197312,1,3,1,2,1,1,6,3,2000,2,2,-1,199412
1,195310,1,3,1,2,1,1,15,1,3000,4,2,-1,197405
1,197208,1,2,1,2,1,1,6,3,1500,2,2,-1,199503
1,198802,1,3,1,2,1,1,8,3,3000,2,2,-1,201003
2,195501,1,2,2,2,5,1,-1,-1,-1,1,2,-1,197401
2,195511,1,3,2,2,1,1,8,1,1500,4,2,-1,197505
2,197909,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200401
1,196212,1,2,1,2,1,1,6,3,3000,6,2,-1,198510
1,197002,1,3,1,2,1,1,7,2,2000,2,2,-1,199110
2,198211,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200011
2,197210,1,2,2,2,1,2,8,1,1000,4,2,-1,199103
2,197003,1,3,1,2,1,1,8,3,5000,2,2,-1,199210
1,197402,1,3,1,2,1,1,4,1,4000,1,2,-1,199612
2,198406,1,3,1,2,5,1,-1,-1,-1,2,2,-1,201006
2,197910,1,2,1,2,5,1,-1,-1,-1,2,2,-1,200304
2,197607,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200102
2,197806,1,5,1,2,5,1,-1,-1,-1,2,2,-1,199911
1,198607,1,4,1,2,1,1,8,2,5000,2,2,-1,201006
2,198608,1,3,1,2,5,1,-1,-1,-1,2,2,-1,201003
1,197205,1,3,1,2,1,2,10,3,5000,2,2,-1,199602
1,198810,1,3,1,2,1,1,10,1,3900,2,2,-1,201010
1,198403,1,3,1,2,1,1,8,3,3000,2,2,-1,200812
2,197312,1,3,1,2,5,2,-1,-1,-1,2,2,-1,199903
1,198107,1,4,1,2,1,1,7,1,3000,2,2,-1,200903
2,197611,1,2,1,2,5,1,-1,-1,-1,2,2,-1,199803
2,197812,1,2,1,2,5,1,-1,-1,-1,2,2,-1,199801
2,197612,1,3,1,2,5,1,-1,-1,-1,2,2,-1,199502
2,198211,1,1,1,2,5,1,-1,-1,-1,2,2,-1,200403
1,198309,1,3,1,2,1,1,10,3,4000,2,2,-1,200702
2,198507,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200611
2,197610,1,3,1,2,1,1,1,1,1800,4,3,-1,199903
1,199202,1,3,1,2,1,1,6,3,3000,2,2,-1,201101
2,198205,1,6,1,4,1,1,7,3,1800,1,2,-1,200801
2,197712,1,3,1,2,1,1,7,3,3000,1,2,-1,199812
2,198211,1,7,2,2,1,1,1,1,8500,7,1,1,200804
2,197910,1,8,2,2,1,1,12,1,5000,2,2,-1,200910
2,198307,1,7,2,2,1,1,13,1,6000,7,1,1,200912
2,198510,1,6,2,2,4,1,-1,-1,-1,2,2,-1,200912
2,198407,1,7,2,2,1,1,11,1,5000,4,1,2,200803
2,197812,1,8,2,2,1,1,15,3,10000,7,2,-1,200609
2,198611,1,3,1,2,1,1,9,1,5000,2,1,2,201110
2,198007,1,4,2,2,1,1,4,1,4000,1,1,2,200812
2,196809,1,2,1,2,1,1,15,1,1500,1,2,-1,199301
2,197507,1,3,1,2,4,1,-1,-1,-1,2,2,-1,199703
2,197910,14,7,2,2,1,1,15,1,5000,7,1,2,201104
2,198212,1,8,2,2,1,2,13,1,6000,2,1,1,201012
1,198108,2,7,2,2,1,1,7,2,5000,7,1,2,200905
1,198511,14,7,1,2,1,1,15,1,6000,7,2,-1,201105
1,198508,1,7,2,2,1,1,9,1,6000,2,2,-1,201202
1,198710,1,3,1,2,1,1,15,1,3500,4,2,-1,201002
1,198406,1,3,2,2,1,1,1,1,3000,7,2,-1,201111
1,197101,1,8,2,2,1,1,12,2,20000,7,2,-1,199902
1,196808,1,2,1,2,1,1,8,3,2000,2,2,-1,199101
2,197708,1,3,1,2,5,1,-1,-1,-1,6,2,-1,199912
1,198210,1,7,2,2,1,1,12,1,8000,7,1,2,200702
1,197901,1,4,2,2,1,1,7,2,20000,6,2,-1,200211
2,198203,1,6,2,2,1,1,15,1,4000,2,1,2,200912
2,199402,1,5,2,1,1,1,7,1,1500,2,2,-1,-1
2,199106,1,5,1,1,1,1,6,1,2200,2,1,3,-1
2,198103,1,7,2,1,1,1,15,1,8000,2,1,2,-1
1,197211,1,3,1,2,1,1,6,3,10000,6,2,-1,199504
2,197504,1,4,1,2,5,1,-1,-1,-1,2,2,-1,199506
2,197710,1,5,2,2,5,1,-1,-1,-1,2,2,-1,200204
2,198502,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200805
1,198111,1,3,2,2,1,1,8,1,6200,2,1,2,200701
1,198909,1,4,1,2,1,1,6,3,20000,7,2,-1,201101
1,197209,1,3,1,2,1,1,6,2,7000,2,2,-1,200212
2,197610,1,7,2,2,1,1,15,1,3000,2,1,2,201105
1,199404,1,5,2,1,1,1,7,1,2000,2,2,-1,-1
2,198812,1,6,2,2,1,1,6,3,3000,2,2,-1,201105
1,198302,1,7,2,2,1,1,9,1,10000,2,1,2,200507
1,198103,1,3,1,2,1,1,8,3,5000,2,2,-1,200002
2,196808,1,3,1,2,1,1,4,3,4000,6,2,-1,198710
2,197605,1,3,1,2,1,1,7,3,2300,5,2,-1,200001
2,197508,1,3,1,2,1,1,6,3,2000,2,2,-1,199412
2,196910,1,2,1,2,1,1,7,3,2000,2,2,-1,198710
2,198907,1,3,1,2,4,1,-1,-1,-1,2,2,-1,201002
2,196311,1,3,1,2,1,1,8,3,1500,2,2,-1,198607
2,198011,1,6,1,2,1,1,6,3,1600,2,2,-1,200105
2,197101,1,3,1,2,1,1,8,3,2000,2,2,-1,199007
2,197910,1,3,1,2,1,1,4,3,2500,6,2,-1,200004
2,197109,1,3,1,2,4,1,-1,-1,-1,5,1,2,199104
1,197502,1,3,1,2,1,1,15,3,1800,2,2,-1,199810
2,197901,1,3,2,2,1,1,15,3,3000,1,2,-1,199910
2,197809,1,2,1,2,1,1,8,1,1300,4,2,-1,199912
2,198002,1,2,1,2,1,1,6,3,2200,2,2,-1,200212
2,198410,1,3,1,1,1,1,7,2,2000,2,2,-1,-1
2,197701,1,2,1,2,1,1,8,1,2500,1,2,-1,199601
1,196410,1,3,1,2,1,1,7,3,2000,5,2,-1,198801
2,197104,1,3,1,2,1,1,8,1,3000,6,2,-1,199110
2,198109,1,3,1,2,1,1,8,3,3000,6,2,-1,201202
2,197104,1,6,2,2,1,1,9,1,3000,7,1,2,200502
2,197003,1,3,2,2,1,1,6,3,4000,2,2,-1,199405
2,197803,1,4,2,2,1,1,6,3,3000,2,2,-1,200505
2,198612,1,3,1,2,1,1,6,2,3000,2,2,-1,200802
2,196603,1,3,2,2,1,1,6,3,3000,2,2,-1,198701
1,198102,1,3,1,2,1,1,6,1,3500,2,2,-1,200401
2,198603,1,4,1,2,1,1,6,1,4000,2,1,3,201110
1,197809,1,4,1,2,1,1,1,2,2500,2,1,3,200311
2,196405,1,4,2,4,1,1,6,3,1500,2,2,-1,198410
1,196407,1,3,2,2,1,1,15,3,6000,9,2,-1,198605
2,196802,1,2,1,2,5,1,-1,-1,-1,2,2,-1,198901
1,196701,1,3,2,2,1,1,8,3,2000,9,2,-1,198901
1,198008,1,8,2,2,1,1,6,1,5600,7,1,2,200806
2,198111,1,3,1,2,1,1,6,3,2000,9,2,-1,200301
2,198205,1,6,2,2,1,1,8,1,5000,7,1,2,200912
2,198709,1,3,1,2,1,2,15,1,4000,2,2,-1,200809
1,198509,1,3,1,2,1,2,6,1,2500,4,2,-1,200901
2,198008,1,7,2,2,5,1,-1,-1,-1,2,1,2,201201
1,197509,1,7,1,2,1,1,6,1,6000,7,1,3,200905
1,198305,3,6,1,2,1,2,6,2,5000,2,2,-1,201010
1,197807,1,6,2,2,1,1,1,1,8000,7,1,2,200808
2,199011,1,4,1,2,5,1,-1,-1,-1,2,2,-1,201012
2,198002,1,3,2,2,1,1,6,3,3000,2,2,-1,200208
1,198710,1,7,1,2,3,1,-1,-1,-1,2,2,-1,201101
1,198708,1,5,1,2,1,2,6,2,15000,2,2,-1,201002
1,198003,1,3,1,2,1,1,6,2,25000,2,2,-1,200402
2,198309,1,4,2,2,1,1,12,1,2600,7,2,-1,200303
1,197306,1,3,1,2,1,2,10,1,3000,4,2,-1,199401
2,198303,1,5,1,2,1,1,4,2,5000,7,3,-1,200702
1,198102,1,4,2,2,1,1,6,1,2000,2,2,-1,200512
2,198609,1,3,1,2,2,2,7,1,1800,6,2,-1,200701
1,199205,1,3,1,1,1,1,6,4,10000,2,2,-1,-1
2,198906,1,3,1,2,3,1,-1,-1,-1,2,2,-1,200912
2,197908,1,2,1,2,5,1,-1,-1,-1,2,2,-1,200712
2,198606,1,4,1,2,5,1,-1,-1,-1,2,1,3,200901
1,198405,1,7,2,2,1,3,13,1,6000,7,1,2,200809
1,198808,1,2,1,2,1,2,6,4,10000,2,2,-1,201001
2,198206,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200410
2,198209,1,3,1,2,1,1,8,2,5000,2,2,-1,200811
1,198207,1,3,2,2,1,1,6,3,3000,2,2,-1,200807
2,197307,1,3,1,2,1,1,6,1,2000,2,2,-1,199702
2,198904,1,3,1,2,1,1,8,4,1000,2,2,-1,200910
1,198310,1,4,1,2,1,1,6,3,3500,2,2,-1,201012
2,197402,1,5,2,2,1,1,15,3,1000,2,3,-1,201101
1,198407,1,7,1,2,4,1,-1,-1,-1,7,3,-1,201011
2,198109,1,7,2,2,1,1,8,1,2000,2,2,-1,200805
2,197811,1,3,2,2,1,1,8,1,4000,7,1,1,200608
2,198109,1,3,1,2,5,1,-1,-1,-1,7,2,-1,200902
1,198503,1,3,1,2,1,1,6,1,3000,2,1,1,201106
1,197904,1,3,2,2,1,1,6,3,3000,2,2,-1,201106
1,198103,1,6,1,2,1,3,4,1,5000,7,2,-1,200909
2,198510,4,6,1,2,1,1,10,2,3000,7,1,1,201009
1,197612,1,6,2,2,1,1,8,1,2000,2,2,-1,201002
2,197906,1,5,2,2,1,1,6,4,3000,7,1,1,200401
2,198304,1,7,2,2,1,1,13,1,8000,7,1,1,201202
2,198712,1,3,2,2,1,1,6,3,3000,2,2,-1,201101
1,198506,1,4,2,2,4,1,-1,-1,-1,7,3,-1,200910
2,198705,1,4,2,2,1,1,6,3,4000,2,2,-1,201101
2,198405,1,6,2,2,1,1,12,1,3000,7,1,1,201004
2,198204,1,6,2,2,1,1,13,1,4500,7,1,1,201102
1,198305,1,7,2,2,1,1,9,1,8000,7,1,1,200905
1,197907,1,6,2,2,1,1,11,1,7000,2,1,1,200612
2,197811,1,2,1,2,1,1,6,3,2000,2,2,-1,200001
1,198102,1,3,1,2,1,1,7,3,4000,2,2,-1,200502
2,197906,1,7,2,2,1,1,6,1,4000,7,1,2,200306
2,198204,1,8,2,2,1,1,8,1,11000,2,1,2,200803
1,198109,1,3,1,2,1,1,15,3,2000,1,2,-1,200602
2,198102,1,4,2,2,1,1,15,1,2500,2,1,2,200802
1,198911,1,3,1,1,2,1,15,1,2000,4,1,2,-1
2,198702,1,7,2,1,1,1,13,1,3000,4,1,2,-1
1,197706,1,8,2,2,1,1,15,1,5000,7,1,2,201009
2,198410,1,4,1,1,1,1,15,1,2600,5,1,2,-1
1,198003,1,8,2,2,1,1,15,1,4000,2,1,2,200901
1,197607,1,6,2,2,1,1,12,1,4000,7,3,-1,200701
1,198407,1,6,1,2,1,1,6,3,3000,5,2,-1,200704
1,197507,1,3,1,2,1,1,8,1,2000,2,3,-1,200108
1,198007,1,7,2,2,1,1,13,1,8000,7,1,2,200702
2,197703,1,7,1,2,1,1,13,1,7000,2,1,2,200809
2,198005,1,5,1,2,1,1,15,1,3200,2,1,2,200709
2,198407,1,6,1,2,1,1,6,3,4000,7,1,2,200704
2,197508,1,3,1,2,1,1,7,3,3000,1,2,-1,200012
2,196908,1,3,1,2,1,1,8,1,3000,2,2,-1,199208
1,196603,1,2,1,2,3,1,-1,-1,-1,2,2,-1,198712
1,197909,1,4,1,2,1,1,6,3,2800,1,2,-1,200603
1,198109,1,6,1,2,1,1,4,1,8000,2,1,2,200905
2,198101,1,3,1,2,5,1,-1,-1,-1,1,2,-1,200412
2,197401,1,3,2,2,1,1,6,3,3000,2,2,-1,199409
2,197807,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200111
2,198809,1,5,1,2,4,1,-1,-1,-1,2,2,-1,201002
1,197310,3,3,1,2,1,1,6,3,5000,1,2,-1,200706
1,198408,1,4,1,2,1,1,6,3,7000,1,2,-1,200612
1,196807,1,7,1,2,1,1,6,3,10000,1,2,-1,199010
1,197303,1,3,1,2,1,1,4,2,5000,2,1,2,199504
2,197907,1,5,1,2,1,1,6,2,5000,2,1,2,200410
2,197603,1,4,2,2,1,1,6,3,4000,2,2,-1,200505
2,197306,1,3,1,2,1,1,6,3,4000,2,2,-1,199610
1,198207,1,3,1,2,1,2,6,3,2000,2,2,-1,200402
1,197711,1,3,1,2,1,1,6,1,2000,2,1,1,200208
2,198411,1,4,1,2,1,1,13,1,3500,1,1,2,200609
1,197109,1,4,1,2,1,1,6,1,2500,1,1,1,199102
2,197105,1,4,1,2,1,1,8,1,3000,2,1,1,199606
1,198704,1,3,1,2,1,1,8,1,3000,2,2,-1,201001
2,198107,1,7,2,2,1,1,13,1,5000,7,1,1,200901
2,198005,4,7,2,2,3,1,-1,-1,-1,7,2,-1,200710
1,197509,1,6,1,2,1,1,4,2,3000,2,2,-1,200301
2,197104,1,5,2,2,1,1,12,3,4000,7,2,-1,199312
2,197511,1,7,2,2,1,1,12,3,2000,7,2,-1,199912
2,197301,1,7,2,2,1,1,12,1,5000,7,3,-1,199608
2,197304,1,4,1,2,5,1,-1,-1,-1,7,2,-1,199501
2,196402,1,3,1,2,5,1,-1,-1,-1,7,2,-1,198512
1,197711,1,7,2,3,1,1,12,1,8000,7,1,2,201109
1,198505,1,6,1,2,1,1,8,1,2400,4,1,2,201110
2,198201,1,7,2,2,1,1,13,1,8000,7,2,-1,201010
2,198008,1,5,2,4,1,1,6,1,8000,7,1,3,200203
2,197305,1,7,2,2,1,2,12,2,3000,7,2,-1,199809
1,198112,1,6,2,2,1,2,4,1,8000,7,1,2,200908
1,196703,1,6,1,2,1,1,15,2,2500,7,2,-1,199105
1,197005,1,6,1,3,1,1,8,1,4500,4,1,2,199505
1,196606,1,4,1,2,1,1,4,3,4000,7,2,-1,199105
1,196901,1,7,2,2,1,2,13,1,6000,7,1,2,199310
2,197704,1,6,2,2,4,1,-1,-1,-1,7,2,-1,200505
2,199701,1,3,1,1,1,2,7,1,1700,4,1,2,-1
1,197801,1,3,1,2,1,2,7,1,1500,4,2,-1,200311
1,197304,1,4,1,2,1,2,7,1,2000,2,1,2,199712
2,199410,3,4,1,1,1,2,7,1,1700,4,2,-1,-1
2,198302,1,6,1,1,1,1,7,1,2800,2,1,2,-1
1,199301,1,3,1,1,1,2,7,1,1500,4,1,2,-1
1,198502,1,3,1,1,1,2,7,1,2000,4,2,-1,-1
1,198801,20,3,1,1,1,2,7,1,3000,4,1,2,-1
1,199002,1,3,1,1,1,2,7,1,1500,2,1,2,-1
1,196609,1,1,1,2,1,2,8,1,1500,2,2,-1,198809
2,199608,1,3,1,1,1,2,7,1,1800,4,2,-1,-1
2,199104,1,4,1,1,1,1,7,1,2400,4,2,-1,-1
2,199508,1,3,1,1,1,2,7,1,1500,4,1,2,-1
1,196408,1,3,1,2,1,2,7,1,1500,2,1,2,198903
1,199210,1,4,1,1,1,2,7,1,1500,4,1,2,-1
1,198904,1,3,1,2,1,2,7,1,2000,4,1,2,-9
1,199607,1,3,1,1,1,2,7,1,1500,4,1,2,-1
1,196508,1,3,1,2,1,1,7,1,1500,2,1,2,198905
1,198812,1,4,1,1,1,2,7,1,1600,4,1,2,-1
1,197307,1,3,1,2,1,1,8,1,1500,4,2,-1,199401
2,198207,1,5,1,2,1,1,8,3,2000,1,2,-1,201202
2,197508,1,3,1,2,5,1,-1,-1,-1,7,2,-1,199701
1,197801,1,5,1,2,1,1,10,1,10000,7,1,2,200312
1,197305,1,6,2,2,1,1,12,2,10000,7,1,2,199906
2,197312,1,6,2,2,5,1,-1,-1,-1,7,2,-1,199909
1,197005,1,6,2,2,1,1,5,1,5000,7,1,3,200812
2,197612,1,7,2,2,1,1,12,1,10000,7,1,3,200312
1,198012,1,7,2,2,1,1,12,1,10000,7,1,2,200612
1,197412,1,6,2,2,1,1,15,1,6000,7,1,2,200205
2,199003,1,7,2,2,1,1,4,4,2500,2,2,-1,201101
2,198212,1,3,1,2,1,1,6,3,2000,1,2,-1,200310
1,196507,1,5,2,3,1,1,12,2,6000,7,2,-1,199306
1,197512,1,4,1,2,1,1,7,2,50000,7,2,-1,199912
2,197810,1,7,2,2,1,1,9,1,15000,7,1,2,200611
1,198209,1,7,1,2,1,1,6,2,2000,7,1,3,201008
2,197808,1,7,2,2,1,1,8,1,10000,7,1,3,200608
1,197707,1,3,1,2,1,1,10,3,20000,7,2,-1,200601
2,198711,1,7,1,2,5,1,-1,-1,-1,2,2,-1,201010
1,197912,1,4,2,2,1,1,6,3,30000,7,2,-1,200412
1,198903,1,4,1,2,1,1,7,2,40000,7,2,-1,201006
1,198004,1,5,2,2,1,1,12,2,4000,6,2,-1,200501
2,197407,1,4,2,2,1,1,6,2,5000,2,2,-1,200010
1,198006,1,3,1,2,1,1,7,1,5000,7,1,1,200301
1,197009,1,3,1,2,1,1,7,1,3500,4,2,-1,199606
2,198402,1,3,1,2,1,1,7,1,2000,2,2,-1,200405
2,196912,1,3,2,4,4,1,-1,-1,-1,5,2,-1,199312
1,196510,1,4,2,2,1,1,8,1,3500,2,2,-1,198802
2,198606,1,4,1,1,1,1,8,1,2800,4,2,-1,-1
2,199206,1,3,1,1,1,2,8,1,2500,2,2,-1,-1
2,197507,6,3,1,2,1,1,8,1,1000,6,2,-1,200106
1,197807,1,3,1,2,1,1,6,3,3500,2,2,-1,200601
2,196508,1,3,1,2,1,1,6,3,3000,2,2,-1,198712
1,195303,1,3,1,1,1,1,4,1,2500,6,2,-1,-1
1,195901,1,4,1,2,1,1,8,1,1200,4,2,-1,198312
2,197102,1,2,1,2,1,1,6,3,1200,2,2,-1,199512
1,197009,1,3,1,2,1,1,8,1,1200,4,2,-1,199110
1,197912,1,3,2,2,1,1,1,1,2000,1,1,1,200405
2,198211,1,4,1,1,1,1,8,1,2800,2,2,-1,-1
2,196505,1,3,1,2,1,1,6,3,2000,6,2,-1,198602
1,196603,1,3,2,2,1,1,7,1,2500,6,2,-1,199210
2,198201,1,3,1,2,1,1,7,1,5000,1,1,1,200412
2,197103,1,4,1,4,1,1,8,1,3000,2,1,1,199503
2,197901,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200503
1,197609,1,3,1,2,1,1,10,1,3000,2,2,-1,200203
1,197711,1,3,1,2,1,1,8,1,3000,2,2,-1,200303
2,198208,1,3,1,2,1,1,8,1,2800,2,2,-1,200401
2,198503,1,4,1,2,1,1,8,1,2800,2,2,-1,200601
1,198808,1,5,1,2,1,1,8,1,2500,2,2,-1,201003
2,198908,1,4,1,2,1,1,9,1,3500,2,1,1,201003
2,197710,1,5,1,2,1,1,8,4,2000,2,2,-1,199810
1,198912,1,3,1,1,1,1,6,4,2800,2,2,-1,-1
1,198207,1,3,1,2,1,1,7,1,3000,2,2,-1,200702
2,197508,1,3,1,2,1,1,8,1,2800,2,2,-1,199601
1,198305,1,3,1,2,1,1,8,1,3000,2,2,-1,200402
1,199205,1,5,2,1,1,2,1,1,3200,2,1,2,-1
1,197111,1,3,1,2,1,1,4,1,6000,2,2,-1,199201
2,197306,1,3,1,2,1,1,7,1,2000,2,2,-1,199711
