procode,gbcode,q101a1,q101b1,q101c1,q101e1,q101f1,q101g1,q101h1,q101i1,q101j1,q101k1,q101l1,q101m1,q101a2,q101a3,q101a4,q101a5,q101a6,q201,q202,q203,q204,q205,q206,q207,q208,q209,q211,q212,q213,q301,q302,q304,q305,q306,q307,q308,q309,q310,q311,q312,q313,q314,q315,q316
11,110112,1,2,197909,1,3,1,2,5,1,1,2008,3,2,3,3,-1,-1,2008,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200210,2,-1,-1,1,201105,3,1,2,0,1,2,1,1,2
11,110112,1,1,197110,1,3,1,2,1,1,1,1993,1,2,3,3,-1,-1,1993,1,5,41,6,2,7000,7,10,7,2,-1,199010,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,197405,1,3,2,2,5,1,1,2008,1,2,3,3,-1,-1,2008,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199402,2,-1,-1,1,200002,3,1,2,0,2,3,2,3,2
11,110112,1,2,199208,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,1,61,10,1,1000,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,198710,1,7,2,1,1,1,1,2011,2,-1,-1,-1,-1,-1,2007,1,1,61,10,1,3000,5,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,199406,1,4,1,1,1,1,1,2008,1,-1,-1,-1,-1,-1,2008,1,1,61,10,1,1500,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,197205,1,3,1,2,1,1,1,2012,1,2,3,3,-1,-1,2012,1,1,61,10,1,2000,6,8,4,1,1,198310,2,-1,-1,1,199701,3,1,2,0,2,2,2,4,2
11,110112,1,2,199208,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,1,61,10,1,2000,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,199102,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,1,61,10,1,2000,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,199211,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2010,1,1,61,10,1,2000,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,199103,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2008,1,1,61,10,1,2000,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,199402,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2010,1,1,61,10,1,2000,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,197609,1,3,1,2,1,1,1,2012,1,2,3,3,-1,-1,2011,1,1,61,10,1,2000,6,8,4,1,3,200910,2,-1,-1,1,200412,3,1,1,0,1,1,2,4,1
11,110112,1,2,199403,1,5,1,1,1,1,1,2012,2,-1,-1,-1,-1,-1,2012,1,1,61,10,1,1800,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,199507,1,5,1,1,1,1,1,2012,2,-1,-1,-1,-1,-1,2012,1,1,61,10,1,1800,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,199308,1,3,1,1,1,1,1,2012,2,-1,-1,-1,-1,-1,2010,1,1,61,10,1,1500,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,199401,1,5,2,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,1,61,10,1,2200,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,199210,1,3,1,1,1,1,1,2012,2,-1,-1,-1,-1,-1,2009,1,1,61,10,1,1500,6,8,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,199206,1,3,1,1,1,1,1,2012,2,-1,-1,-1,-1,-1,2010,1,1,61,10,1,1500,6,8,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,197211,1,3,1,2,1,1,1,2011,1,2,3,-1,-1,-1,2011,1,1,61,10,1,2000,6,8,4,1,3,199602,1,1,1,1,199902,3,1,2,0,1,1,1,1,1
11,110112,1,2,199102,1,3,1,1,1,1,1,2012,2,-1,-1,-1,-1,-1,2011,1,1,61,10,1,1500,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,197203,1,3,1,2,1,1,1,2012,2,2,3,-1,-1,-1,2012,1,1,61,10,1,2100,6,8,4,1,3,199503,1,1,1,1,200108,2,1,2,0,2,2,2,4,2
11,110112,1,2,199102,1,4,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,1,61,10,1,2000,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,197008,1,3,1,2,1,1,1,2011,1,2,3,3,3,-1,2011,1,8,48,3,1,2500,6,10,4,1,1,199501,3,-1,-1,1,200805,7,3,1,0,2,2,1,1,1
11,110112,1,1,198401,1,3,1,2,1,1,1,2012,2,2,3,-1,-1,-1,2012,1,1,20,6,1,2500,6.5,10,6,2,-1,200805,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,1,197309,1,1,1,2,1,1,1,2011,1,2,3,3,-1,-1,2011,1,1,61,6,1,3000,6,9,2,1,1,200005,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,1,196706,1,2,1,2,1,1,1,2010,1,2,3,3,-1,-1,2010,1,1,20,6,1,4000,6,9,6,2,-1,199009,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,198408,1,6,2,2,1,1,1,2007,1,2,3,-1,-1,-1,2007,1,1,80,6,1,3000,5,8,4,1,2,200907,1,1,1,1,201008,7,2,1,0,1,1,1,2,1
11,110112,1,2,197407,1,2,1,2,5,1,1,2004,1,2,3,3,-1,-1,2004,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199704,2,-1,-1,1,200506,3,2,2,0,1,2,1,1,1
11,110112,1,2,197608,1,3,1,2,1,1,1,2009,1,2,3,3,-1,-1,2009,1,8,48,3,1,2800,6,10,4,1,3,199805,2,-1,-1,1,200801,2,1,1,0,2,2,2,4,2
11,110112,1,1,198411,1,3,1,2,1,1,1,2008,1,2,3,-1,-1,-1,2008,1,1,61,6,1,4500,6,9,6,2,-1,200701,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,197902,1,3,1,2,1,1,1,2011,2,2,3,3,-1,-1,2011,1,1,61,6,1,2200,5,9,4,2,-1,199911,2,-1,-1,1,200709,2,1,2,0,3,1,1,2,1
11,110112,1,1,197002,1,3,1,2,1,1,1,2008,1,2,3,3,-1,-1,2008,1,1,61,6,1,3800,6,9,4,2,-1,199209,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,198206,1,3,1,2,1,1,1,2000,1,2,3,-1,-1,-1,2000,1,8,47,6,1,3000,6,8,2,1,3,200212,1,1,1,2,-1,-1,-1,-1,0,1,3,1,1,1
11,110112,1,1,197707,1,3,1,2,1,1,1,2011,1,2,3,-1,-1,-1,2009,1,1,62,6,1,2500,6,9,6,2,-1,200112,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,197601,1,3,1,2,1,1,1,2011,1,2,3,3,-1,-1,2004,1,1,30,6,1,2500,6,8,6,2,-1,199602,2,-1,-1,1,200405,2,1,1,0,3,3,3,4,2
11,110112,1,1,198811,1,3,1,2,1,1,1,2008,2,2,-1,-1,-1,-1,2008,1,1,45,6,1,1500,5.5,8,6,2,-1,201012,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,197804,1,3,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2010,1,1,61,6,1,3000,6,8,6,1,2,200012,1,1,1,1,200212,6,3,1,0,2,1,1,2,1
11,110112,1,1,198707,1,3,1,2,3,1,1,2010,1,2,3,-1,-1,-1,2010,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,201101,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,1,197506,1,3,1,2,1,1,1,2004,1,2,3,3,-1,-1,2004,1,1,61,6,1,3000,6,8,2,2,-1,199710,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,1,197302,1,5,1,2,1,1,1,2007,1,2,3,-1,-1,-1,2007,1,1,61,6,1,2800,6,9,6,1,2,199812,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110112,1,2,196305,1,3,1,2,1,1,1,2003,2,2,3,3,-1,-1,2000,1,1,45,6,1,1800,6,8,6,2,-1,198602,2,-1,-1,1,199012,2,1,2,0,3,2,2,4,2
11,110112,1,2,197509,1,2,1,2,1,1,1,2001,1,2,3,-1,-1,-1,2001,1,8,45,6,1,2300,6,8,2,1,2,199511,1,1,1,1,199612,7,3,1,0,1,2,1,1,1
11,110113,1,1,197709,1,3,1,2,1,1,1,2001,1,2,3,3,-1,-1,1997,1,6,41,5,3,5000,7,12,2,2,-1,200310,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,196903,1,3,1,2,1,1,1,2008,1,2,3,3,-1,-1,2003,1,7,43,5,3,2400,6.8,11,2,2,-1,199111,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,197408,1,2,1,2,1,1,1,1998,1,2,3,3,-1,-1,1992,1,6,41,5,3,3000,7,12,2,2,-1,199703,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198004,1,3,1,2,1,1,1,2009,1,2,3,3,-1,-1,1996,1,6,41,5,3,3000,7,10,2,2,-1,200302,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,196801,1,2,1,2,1,1,1,2010,1,2,3,3,-1,-1,1998,1,8,44,11,4,3000,6,8,2,2,-1,198805,2,-1,-1,1,199402,2,1,9,0,2,2,2,3,2
11,110113,1,2,197212,1,2,2,2,1,1,1,2009,1,2,3,3,-1,-1,2002,1,7,43,6,1,2000,6,9,2,2,-1,199301,2,-1,-1,1,200109,2,1,1,-9,2,2,2,3,2
11,110113,1,2,198101,1,2,1,2,1,1,1,2000,1,2,3,3,-1,-1,1997,1,3,50,12,1,3000,7,11,2,2,-1,199801,2,-1,-1,1,201105,3,1,1,-9,2,2,2,3,2
11,110113,1,2,198205,1,2,1,2,1,1,1,2009,1,2,3,3,-1,-1,1999,1,6,41,5,3,5000,7,14,2,2,-1,200112,2,-1,-1,1,200909,7,2,5,0,2,2,2,3,1
11,110113,1,1,197811,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2008,1,4,47,11,1,3500,6,9,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198108,1,3,1,2,1,1,1,2003,1,2,3,3,-1,-1,2003,1,4,63,11,3,2000,7,10,2,2,-1,200310,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198903,1,7,1,1,1,1,1,2007,1,-1,-1,-1,-1,-1,1994,1,15,20,9,1,2000,5,8,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,195607,1,3,1,2,1,1,1,2007,1,2,3,3,-1,-1,1994,1,15,48,12,3,2000,5,8,2,2,-1,198201,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,197303,1,2,1,2,1,1,1,2010,1,2,3,3,-1,-1,1994,1,7,43,5,3,5000,7,12,2,2,-1,199401,2,-1,-1,1,200205,2,2,9,0,2,2,2,3,2
11,110113,1,2,197406,1,2,1,2,1,1,1,2004,1,2,3,3,-1,-1,2004,1,6,41,5,3,10000,7,14,7,2,-1,199508,2,-1,-1,1,200412,2,1,9,0,2,2,2,3,2
11,110113,1,1,197201,1,3,1,2,1,1,1,2008,1,2,3,3,-1,-1,2000,1,10,62,12,3,4000,5,8,2,2,-1,199509,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,195403,1,1,1,2,5,1,1,2008,1,2,3,3,-1,-1,1985,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,197901,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,196905,1,2,1,2,1,1,1,2005,1,2,3,-1,-1,-1,1982,1,7,41,5,3,5000,7,12,2,2,-1,200010,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,196603,1,3,1,2,1,1,1,2011,1,2,3,-1,-1,-1,1988,1,4,47,6,1,4000,7,11,2,2,-1,199203,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198612,1,3,1,2,1,1,1,2009,1,2,-1,-1,-1,-1,2002,1,7,43,5,3,5000,7,10,2,2,-1,201110,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198209,1,3,1,2,1,1,1,2004,1,2,3,-1,-1,-1,1999,1,6,41,5,3,3000,7,12,2,2,-1,200912,1,2,-1,1,200903,7,2,1,1,2,2,2,3,2
11,110113,1,2,196404,1,1,1,2,1,1,1,2010,1,4,3,8,-1,-1,2010,1,6,41,5,4,800,7,10,2,2,-1,198601,2,-1,-1,1,199005,2,1,1,0,3,3,2,2,2
11,110113,1,1,198402,1,3,1,2,1,1,1,2011,2,2,-1,-1,-1,-1,2002,1,10,62,6,1,2000,6,10,2,1,3,200501,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198801,1,4,1,1,1,1,1,2003,1,5,5,-1,-1,-1,2003,1,6,41,5,3,2000,5,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,196812,1,2,1,2,1,1,1,2008,1,2,3,3,-1,-1,1993,1,8,41,5,3,3500,7,10,2,2,-1,198811,2,-1,-1,1,199202,2,1,1,0,3,3,2,2,2
11,110113,1,1,197807,1,3,1,2,1,1,1,2006,1,2,3,3,-1,-1,2006,1,6,41,5,3,2000,7,15,2,2,-1,200505,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,197608,1,3,1,2,1,1,1,1999,1,2,3,3,-1,-1,1995,1,6,41,5,3,1500,7,10,2,2,-1,200008,2,-1,-1,1,200710,2,1,1,0,3,3,2,2,2
11,110113,1,2,197404,1,3,1,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,7,43,5,3,5000,7,10,2,2,-1,199408,1,2,-1,1,200604,2,1,9,0,2,2,3,2,2
11,110113,1,1,197008,1,3,1,2,1,1,1,2005,1,2,3,-1,-1,-1,2005,1,6,41,5,3,2000,7,12,2,2,-1,199512,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198604,1,7,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,10,62,6,1,1500,6,9,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,199008,1,4,1,2,1,1,1,2011,1,2,-1,-1,-1,-1,2011,1,6,41,5,3,3000,7,10,2,2,-1,201112,-9,-1,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
11,110113,1,1,196401,1,3,1,2,1,1,1,2011,1,2,3,3,-1,-1,1996,1,7,43,5,3,1500,7,10,2,2,-1,198511,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198401,1,3,1,2,1,1,1,2008,1,2,3,3,-1,-1,2008,1,6,41,5,4,800,7,10,2,2,-1,200611,2,-1,-1,1,201204,7,2,5,2,1,2,2,3,1
11,110113,1,2,197204,1,3,1,2,1,1,1,2005,1,2,3,3,-1,-1,2005,1,6,41,5,3,2000,7,12,2,2,-1,199001,2,-1,-1,1,199405,2,1,1,0,3,3,2,2,2
11,110113,1,1,197110,1,4,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2008,1,7,43,2,1,3000,5,8,2,1,3,200108,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198812,1,3,1,2,1,1,1,2011,1,2,3,-1,-1,-1,2011,1,8,41,5,3,1000,7,12,2,2,-1,201002,1,2,-1,2,-1,-1,-1,-1,0,2,3,3,3,1
11,110113,1,1,196712,1,3,1,2,1,1,1,2000,1,2,3,3,3,-1,2000,1,6,41,5,3,1500,7,10,2,2,-1,199008,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,197002,1,2,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2000,1,7,43,5,3,5000,7,8,2,2,-1,199612,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198211,3,3,1,2,1,1,1,2009,1,2,-1,-1,-1,-1,2009,1,6,41,5,3,4000,7,12,2,2,-1,200210,1,2,-1,1,200312,3,2,1,0,2,2,2,4,2
11,110113,1,1,199404,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,48,5,1,700,7,13,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198706,1,3,1,2,1,1,1,2007,1,2,-1,-1,-1,-1,2007,1,10,62,6,1,2000,5,5,2,1,3,201001,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,199106,1,7,2,1,6,1,1,2009,1,-1,-1,-1,-1,-1,2009,3,-1,-1,-1,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198706,1,7,1,1,1,1,1,2006,1,-1,-1,-1,-1,-1,2006,1,15,48,6,1,5000,5,8,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198111,1,3,1,2,1,1,1,2010,1,2,3,3,-1,-1,2010,1,8,45,5,2,1500,7,8,2,2,-1,200101,0,-1,-1,1,-9,7,2,1,0,2,2,2,3,2
11,110113,1,1,197610,1,3,1,2,1,1,1,2006,1,2,3,-1,-1,-1,2006,1,7,43,5,2,10000,7,8,2,2,-1,200510,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198204,1,4,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2007,1,7,43,6,1,3000,6.5,8,2,2,-1,200501,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198612,1,7,1,1,1,1,1,2007,1,-1,-1,-1,-1,-1,2007,1,8,48,6,1,3000,5,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,197410,1,3,1,2,1,1,1,2012,1,2,3,3,-1,-1,2002,1,4,63,6,1,2800,6.5,9,2,2,-1,199810,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,196809,1,6,2,3,1,1,1,2004,1,2,3,-1,-1,-1,2002,1,1,20,6,1,3000,5.5,8,2,1,2,199001,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198806,1,7,1,1,1,1,1,2006,1,-1,-1,-1,-1,-1,2006,1,12,48,6,1,2000,5,8,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198608,1,6,2,1,1,1,1,2007,1,-1,-1,-1,-1,-1,2004,1,4,20,6,1,5000,6.5,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198811,1,7,2,1,1,1,1,2007,1,-1,-1,-1,-1,-1,2007,1,15,20,6,1,2000,5,8,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198708,1,7,1,1,1,1,1,2007,1,-1,-1,-1,-1,-1,2007,1,8,48,6,1,2800,6,8,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199303,1,7,1,1,6,1,1,2008,1,-1,-1,-1,-1,-1,2008,3,-1,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199011,1,7,2,1,6,1,1,2009,1,-1,-1,-1,-1,-1,2009,3,-1,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198608,1,7,2,1,1,1,1,2006,1,-1,-1,-1,-1,-1,2006,1,7,48,6,1,2500,6,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198102,1,3,1,2,1,1,1,2012,1,2,3,-1,-1,-1,1999,1,7,43,6,1,1800,5,8,2,2,-1,200302,1,2,-1,1,200808,3,1,1,0,2,2,1,1,1
11,110113,1,2,198512,1,4,1,2,5,1,1,2012,1,2,3,-1,-1,-1,2003,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200405,1,2,-1,1,200709,3,1,1,0,2,2,2,1,1
11,110113,1,2,198308,1,3,1,2,5,1,1,2012,1,2,3,3,-1,-1,1999,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200301,2,-1,-1,1,201102,7,3,5,0,1,2,2,1,2
11,110113,1,2,198709,10,7,2,1,1,1,1,2006,1,-1,-1,-1,-1,-1,2006,1,10,30,6,1,3000,5,8,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198701,1,7,2,1,1,1,1,2006,1,-1,-1,-1,-1,-1,2006,1,10,48,6,1,4000,5,8,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198808,1,6,2,1,1,1,1,2007,1,-1,-1,-1,-1,-1,2007,1,8,46,3,1,2400,5,8,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198701,1,6,2,1,1,1,1,2008,1,-1,-1,-1,-1,-1,2008,1,8,46,3,1,2000,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198910,1,6,2,1,1,1,1,2008,1,-1,-1,-1,-1,-1,2008,1,8,46,3,1,2000,5,9,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198702,1,6,2,1,1,1,1,2008,1,-1,-1,-1,-1,-1,2008,1,8,46,3,1,1800,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198711,1,6,2,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,8,46,3,1,1800,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198711,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,1800,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198906,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,1800,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199106,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,1500,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199003,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,1800,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199210,1,6,2,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,8,46,3,1,2000,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199204,1,6,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,2400,5,8,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199103,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,1800,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,2,198909,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,800,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199106,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,1800,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199204,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,2500,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199003,1,6,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,1800,5,8,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,198710,1,6,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,1800,5,8,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199007,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,2000,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110113,1,1,199002,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,3,1,1800,5,8,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
