procode,gbcode,q101a1,q101b1,q101c1,q101e1,q101f1,q101g1,q101h1,q101i1,q101j1,q101k1,q101l1,q101m1,q101a2,q101a3,q101a4,q101a5,q101a6,q201,q202,q203,q204,q205,q206,q207,q208,q209,q211,q212,q213,q301,q302,q304,q305,q306,q307,q308,q309,q310,q311,q312,q313,q314,q315,q316
11,110105,1,1,199010,1,5,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,6,48,4,1,2000,6,10,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197202,3,3,2,2,1,1,1,2006,1,2,3,-1,-1,-1,2004,1,6,48,4,1,2800,5.5,9,2,2,-1,199810,1,1,1,1,200004,7,2,1,0,1,3,1,3,1
11,110105,1,2,199006,1,5,2,2,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,6,48,4,1,2800,6,11,2,3,-1,-9,-9,-1,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
11,110105,1,1,199412,1,3,2,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,7,48,6,1,2200,6.5,9,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198905,1,4,2,2,5,1,1,2009,1,2,-1,-1,-1,-1,2009,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200910,0,-1,-1,1,-9,10,-1,-1,0,3,3,3,3,2
11,110105,1,1,199304,1,3,2,2,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,7,46,6,1,1800,6.5,10,4,3,-1,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199211,1,5,2,1,1,1,1,2009,2,-1,-1,-1,-1,-1,2009,1,6,48,6,1,3000,6,9,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198904,1,3,2,2,1,1,1,2010,1,2,-1,-1,-1,-1,2010,1,7,48,6,1,2800,6,10,2,2,-1,201202,0,-1,-1,2,-1,-1,-1,-1,0,3,3,3,3,2
11,110105,1,2,198807,1,3,1,2,1,1,1,2010,2,2,3,-1,-1,-1,2005,1,8,46,6,1,1500,6,8,4,3,-1,200604,1,1,2,1,200802,3,1,2,0,3,2,2,4,2
11,110105,1,2,198805,1,3,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2012,1,8,46,6,1,1250,7,12,4,2,-1,200906,1,1,1,1,201009,3,1,1,0,3,2,3,4,2
11,110105,1,2,196510,1,2,1,2,1,1,1,2010,2,2,3,3,-1,-1,2010,1,8,45,6,1,1300,5,12,9,2,-1,198901,2,2,-1,1,199302,2,2,1,0,1,2,2,4,2
11,110105,1,2,198010,20,6,2,2,1,1,1,2001,2,2,3,-1,-1,-1,2001,1,13,30,6,1,2900,5,8,7,1,3,200601,1,2,-1,1,200806,7,2,1,0,2,2,2,4,1
11,110105,1,2,196910,1,2,1,2,1,1,1,2007,1,2,3,-1,-1,-1,2007,1,8,44,5,1,2000,7,8,4,2,-1,199401,1,2,-1,1,199605,7,3,1,0,1,3,2,2,1
11,110105,1,2,197508,1,2,1,2,1,1,1,2003,2,2,3,-1,-1,-1,2003,1,8,46,6,1,1500,6,8,2,2,-1,199609,1,1,1,1,199808,3,2,2,0,3,3,3,4,1
11,110105,1,2,198611,1,6,2,2,1,1,1,2009,1,2,-1,-1,-1,-1,2009,1,7,30,4,1,4800,6,10,2,2,-1,201110,0,-1,-1,1,-9,7,2,1,0,3,3,3,3,2
11,110105,1,1,197908,1,7,2,2,1,1,1,2000,1,2,-1,-1,-1,-1,2000,1,13,20,6,1,5000,5.5,10,2,1,1,200706,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198906,1,4,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,6,48,4,1,2000,6,10,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198509,1,5,2,2,1,1,1,2009,1,2,-1,-1,-1,-1,2009,1,6,48,4,1,2600,6.5,12,5,2,-1,200705,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,4,2
11,110105,1,1,199001,1,4,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,6,48,4,1,2000,6,10,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198609,1,4,2,2,1,1,1,2010,1,2,-1,-1,-1,-1,2010,1,6,48,4,1,2000,6,10,4,3,-1,201002,0,-1,-1,1,-9,10,-1,-1,0,3,3,3,4,1
11,110105,1,2,197611,1,7,1,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,11,48,3,1,3000,5,8,7,1,1,200601,1,2,-1,2,-1,-1,-1,-1,0,3,2,2,4,2
11,110105,1,2,198607,1,3,1,2,3,1,1,2012,1,2,3,-1,-1,-1,2008,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,200805,1,2,-1,2,-1,-1,-1,-1,0,1,2,2,1,1
11,110105,1,2,197603,1,4,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2006,1,8,48,4,1,1800,6,8,4,2,-1,200106,1,1,2,1,200301,3,1,2,0,1,2,1,1,1
11,110105,1,2,196803,3,3,1,2,1,1,1,2010,1,2,3,3,3,-1,2003,1,8,44,4,1,1500,6,8,2,2,-1,199005,3,-1,-1,1,201109,7,2,1,0,3,3,2,3,2
11,110105,1,2,198007,1,6,1,2,1,1,1,2011,1,2,3,3,-1,-1,2009,1,13,48,10,1,3000,5,8,1,1,1,200701,2,-1,-1,1,201201,7,2,1,0,2,2,2,4,2
11,110105,1,1,197805,1,3,1,2,1,1,1,2012,1,2,3,3,-1,-1,1996,1,8,48,6,1,2000,5.5,6,1,1,3,200205,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197707,1,4,1,2,1,1,1,2011,1,2,3,3,-1,-1,1991,1,8,48,6,1,2000,4,10,1,2,-1,199805,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198412,1,7,2,2,5,1,1,2010,1,2,3,-1,-1,-1,2010,4,-1,-1,-1,-1,-1,-1,-1,4,2,-1,201005,1,2,-1,1,201110,7,2,2,0,2,2,3,3,2
11,110105,1,1,197607,14,6,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2006,1,8,48,6,1,3000,6,8,4,2,-1,200801,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196003,1,2,1,2,1,1,1,2009,1,2,3,3,3,-1,2009,1,8,45,4,1,1598,7,8,1,2,-1,198211,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196505,1,3,1,2,1,1,1,2009,1,2,3,-1,-1,-1,1985,1,8,48,6,1,3000,7,10,1,1,3,198910,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196912,1,2,1,2,1,1,1,2008,1,2,3,3,-1,-1,1989,1,8,48,6,1,3000,5,8,1,2,-1,199011,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198510,1,7,1,2,5,1,1,2012,1,2,3,-1,-1,-1,2009,4,-1,-1,-1,-1,-1,-1,-1,5,1,3,201010,1,2,-1,2,-1,-1,-1,-1,0,2,2,2,3,2
11,110105,1,2,198002,1,3,1,2,1,1,1,2004,1,2,3,-1,-1,-1,1998,1,8,45,6,1,1598,7,8,1,1,2,199810,1,2,-1,1,200201,3,1,2,0,2,2,2,4,2
11,110105,1,1,198006,1,4,1,2,1,1,1,2009,1,2,3,3,-1,-1,1998,1,8,48,4,1,2500,7,10,6,2,-1,200510,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197412,1,4,1,2,1,1,1,2012,1,2,3,3,-1,-1,2000,1,8,48,6,1,3000,7,10,1,2,-1,199311,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,196310,1,4,2,2,1,1,1,2002,1,2,3,3,-1,-1,2002,1,8,48,6,1,3000,7,10,1,2,-1,199201,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197512,14,6,1,2,1,1,1,2009,1,2,3,-1,-1,-1,2000,1,13,20,4,1,2000,5,8,2,2,-1,200801,1,2,-1,2,-1,-1,-1,-1,0,2,2,2,3,1
11,110105,1,2,197411,1,3,1,2,5,1,1,2010,1,2,3,-1,-1,-1,2009,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,201006,1,2,-1,2,-1,-1,-1,-1,0,2,2,2,3,2
11,110105,1,2,198309,1,4,1,2,5,1,1,2009,1,2,3,3,-1,-1,2003,4,-1,-1,-1,-1,-1,-1,-1,1,1,1,200510,2,-1,-1,2,-1,-1,-1,-1,0,2,2,2,3,2
11,110105,1,2,197203,1,1,1,2,5,1,1,2008,1,2,3,-1,-1,-1,2008,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199508,1,2,-1,1,200508,2,1,1,0,1,2,2,4,1
11,110105,1,2,197910,1,3,1,2,1,1,1,2009,1,2,3,3,3,-1,2009,1,8,48,5,1,1900,7,12,2,2,-1,200204,3,-1,-1,1,200802,2,1,1,0,2,2,2,4,1
11,110105,1,2,198610,1,3,2,2,5,1,1,2011,1,2,-1,-1,-1,-1,2011,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,201102,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,4,1
11,110105,1,2,199301,1,4,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,1,61,6,4,2000,7,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,196510,1,3,1,2,5,1,1,2009,1,2,3,3,-1,-1,2009,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,198310,2,-1,-1,1,198612,2,1,1,0,2,2,2,4,1
11,110105,1,1,198112,1,3,1,2,1,1,1,2010,1,2,3,3,3,-1,2010,1,6,48,5,1,4800,7,10,2,2,-1,200301,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,196904,1,2,1,2,1,1,1,2006,1,2,3,3,-1,-1,2006,1,6,42,5,3,4500,7,12,2,2,-1,199402,2,-1,-1,1,200303,2,1,1,0,3,3,3,4,1
11,110105,1,2,198107,1,3,1,2,1,1,1,2008,1,2,3,-1,-1,-1,2008,1,7,43,6,1,2500,6,12,2,2,-1,200704,1,2,-1,1,200901,7,3,1,0,3,2,2,1,1
11,110105,1,2,199010,1,3,1,2,5,1,1,2011,1,2,3,-1,-1,-1,2011,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,201001,1,2,-1,1,201009,7,3,1,0,1,2,2,1,1
11,110105,1,1,197904,1,3,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2002,1,4,47,5,4,5000,7,10,2,2,-1,200410,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197805,1,3,1,2,1,1,1,2002,1,2,3,3,-1,-1,2002,1,8,45,6,1,1500,6,8,2,2,-1,199802,2,-1,-1,1,200501,3,1,1,0,1,2,2,1,1
11,110105,1,2,198107,1,3,1,2,5,1,1,2006,1,2,3,3,-1,-1,2006,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200401,2,-1,-1,1,201104,7,3,1,0,1,2,2,1,1
11,110105,1,1,196811,1,3,1,2,1,1,1,2002,1,2,3,3,-1,-1,2002,1,4,47,5,4,4000,7,9,2,2,-1,199310,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198001,1,3,1,2,5,1,1,2010,1,2,3,3,-1,-1,2000,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200605,2,-1,-1,1,201002,7,2,1,0,2,2,2,4,1
11,110105,1,1,198003,1,3,1,2,1,1,1,2011,1,2,3,3,3,-1,2002,1,6,48,5,1,3500,7,10,2,2,-1,200312,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198301,1,3,1,2,5,1,1,2012,1,2,3,-1,-1,-1,2012,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200501,1,2,-1,1,200701,3,1,1,0,3,3,3,4,1
11,110105,1,2,197409,1,3,1,2,5,1,1,2007,1,2,3,-1,-1,-1,2007,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199705,1,2,-1,1,200008,3,1,1,0,2,2,2,4,1
11,110105,1,1,198602,1,3,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2012,1,6,42,5,3,3000,7,10,2,2,-1,200502,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198503,1,3,1,2,5,1,1,2009,1,2,3,-1,-1,-1,2009,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200802,1,2,-1,1,201102,3,1,1,0,2,2,1,4,1
11,110105,1,1,197102,1,3,1,2,1,1,1,2010,1,2,3,3,-1,-1,1998,1,6,48,5,1,3800,7,10,2,2,-1,199411,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197808,1,3,1,2,1,1,1,1997,1,2,3,-1,-1,-1,1997,1,6,42,5,3,4000,7,8,2,2,-1,200210,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198708,1,3,1,2,5,1,1,2007,1,2,3,3,-1,-1,2005,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200805,2,-1,-1,1,201106,7,2,6,0,2,2,1,1,2
11,110105,1,1,199204,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2009,1,8,46,4,1,1600,3.5,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198803,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2008,1,8,46,4,1,1600,3.5,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199204,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,8,46,4,1,1600,3.5,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198510,1,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,8,46,4,1,1600,3.5,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198709,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,8,46,4,1,1600,3.5,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199412,1,5,2,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,8,46,4,1,1600,7,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199501,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,8,46,4,1,1600,3.5,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199501,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,46,6,1,1600,3.5,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198904,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,8,46,4,1,1200,3.5,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197203,1,3,1,2,1,1,1,2010,1,2,-1,-1,-1,-1,2010,1,8,48,6,1,1800,5,8,2,3,-1,199505,0,-1,-1,2,-1,-1,-1,-1,0,3,3,3,3,1
11,110105,1,2,198204,1,3,1,2,5,1,1,2011,1,2,3,-1,-1,-1,2011,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200805,1,2,-1,1,200912,3,1,2,0,3,3,3,3,2
11,110105,1,2,198307,1,3,1,2,1,1,1,2009,1,2,3,3,-1,-1,2009,1,6,41,6,4,6000,5,9,2,3,-1,200401,2,-1,-1,1,201007,7,3,1,0,3,3,3,3,1
11,110105,1,2,196904,1,3,1,2,5,1,1,2010,1,2,3,-1,-1,-1,2010,4,-1,-1,-1,-1,-1,-1,-1,2,3,-1,199105,1,2,-1,2,-1,-1,-1,-1,0,3,3,3,3,1
11,110105,1,2,198604,1,3,1,2,1,1,1,2011,1,2,-1,-1,-1,-1,2011,1,8,45,6,1,2000,5,8,2,2,-1,201110,0,-1,-1,2,-1,-1,-1,-1,0,3,3,3,3,2
11,110105,1,2,196503,1,3,1,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,6,48,6,1,2000,6,8,2,2,-1,198403,1,1,2,1,198710,3,1,2,0,1,2,2,1,1
11,110105,1,2,197609,1,3,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2008,1,8,48,6,1,2000,6,8,2,2,-1,200409,1,2,-1,1,200605,7,2,1,0,1,2,2,3,2
11,110105,1,1,199004,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,6,48,5,1,2800,6,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197609,1,3,1,2,1,1,1,2009,1,2,3,3,-1,-1,2009,1,6,48,6,1,2500,6,9,2,2,-1,199610,2,2,-1,1,200001,3,3,1,0,3,3,3,3,1
11,110105,1,2,199301,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,8,43,5,1,1800,7,9,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198709,1,3,1,2,1,1,1,2012,1,2,-1,-1,-1,-1,2012,1,8,48,6,1,2000,5,8,2,3,-1,201001,0,-1,-1,1,-9,7,3,1,0,3,3,3,3,2
11,110105,1,2,198602,1,6,1,2,1,1,1,2011,1,2,-1,-1,-1,-1,2011,1,8,48,5,1,3000,5,8,2,2,-1,201005,0,-1,-1,1,-9,7,2,1,0,3,3,3,3,2
11,110105,1,2,198905,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,6,48,5,1,2000,6,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,199305,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,6,48,5,1,2800,6,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198902,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,6,48,6,1,2600,6,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198803,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,7,48,5,1,1800,6,7,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198307,1,3,1,2,4,1,1,2011,1,2,-1,-1,-1,-1,2011,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200610,0,-1,-1,1,-9,7,3,1,0,3,3,3,3,1
11,110105,1,2,199109,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,6,48,5,1,2600,6,8,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198812,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,7,43,5,1,2500,7,10,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198201,1,4,1,2,5,1,1,2011,1,2,3,-1,-1,-1,2011,4,-1,-1,-1,-1,-1,-1,-1,2,3,-1,200701,1,2,-1,1,200801,3,3,1,0,3,3,3,3,1
11,110105,1,2,197012,1,3,1,2,5,1,1,2011,1,2,3,3,-1,-1,2011,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199210,2,-1,-1,1,200304,3,1,1,0,3,3,3,3,2
11,110105,1,2,199205,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,7,45,6,1,1800,6,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197702,1,3,1,2,1,1,1,2011,1,2,3,-1,-1,-1,2011,1,7,48,5,1,2300,6,8,2,3,-1,200405,1,2,-1,1,200602,3,3,1,0,1,2,2,4,1
11,110105,1,2,198005,1,3,1,2,1,1,1,2011,1,2,3,-1,-1,-1,2011,1,10,64,6,1,1900,5,8,2,3,-1,200305,1,2,-1,1,200501,3,3,1,0,3,3,3,3,1
11,110105,1,2,197310,1,3,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2010,1,6,43,5,1,3000,7,10,2,2,-1,199510,1,2,-1,1,199612,3,1,1,0,2,3,3,3,2
11,110105,1,2,199011,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,7,43,5,1,2300,6,8,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,199405,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,8,43,6,1,1600,6,9,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198111,1,3,1,2,5,1,1,2011,1,2,3,-1,-1,-1,2011,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200412,1,2,-1,2,-1,-1,-1,-1,0,3,3,3,3,1
11,110105,1,2,198106,1,4,1,2,1,1,1,2011,1,2,3,-1,-1,-1,2011,1,6,42,5,3,4000,5,8,2,2,-1,199603,1,2,-1,1,199810,3,2,1,0,2,3,3,3,1
11,110105,1,2,198111,1,3,1,2,1,1,1,2010,1,2,-1,-1,-1,-1,2010,1,6,43,5,1,1800,6,9,2,2,-1,200905,0,-9,2,2,-1,-1,-1,-1,0,1,2,2,3,2
11,110105,1,2,198001,1,3,1,2,5,1,1,2010,1,2,3,-1,-1,-1,2010,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200310,1,2,-1,1,201110,3,2,1,0,3,3,3,3,2
11,110105,1,1,198808,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,6,48,5,1,2800,6,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199006,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,6,48,5,1,2000,6,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199102,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,6,48,5,1,2600,6,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198905,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,6,48,6,1,1800,7,6,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198810,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,6,48,5,1,1200,6,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198803,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,7,43,6,1,1800,7,7,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199009,10,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,6,48,6,4,2000,6,9,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199003,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,6,48,5,1,2600,6,8,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198809,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,6,48,6,1,2300,6,9,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197604,1,4,2,2,5,1,1,2009,1,2,-1,-1,-1,-1,2009,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199901,0,-1,-1,1,-9,7,2,1,0,3,3,2,4,1
11,110105,1,1,199401,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,8,46,4,1,1600,3.5,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197807,1,3,1,2,1,1,1,2011,1,2,-1,-1,-1,-1,2011,1,6,41,5,2,1500,7,10,2,2,-1,199909,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,2,1
11,110105,1,2,198612,1,3,1,2,5,1,1,2010,1,2,3,-1,-1,-1,2010,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200705,1,2,-1,2,-1,-1,-1,-1,0,3,3,2,4,2
11,110105,1,2,198606,1,3,1,2,1,1,1,2011,1,2,-1,-1,-1,-1,2011,1,6,41,5,3,3000,7,9,2,2,-1,201103,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,3,2
11,110105,1,2,197109,1,3,1,2,1,1,1,2009,1,2,3,3,-1,-1,2009,1,6,41,5,3,3000,7,10,2,2,-1,199305,2,-1,-1,1,199612,2,1,2,0,2,2,2,3,2
11,110105,1,2,198708,1,2,1,2,5,1,1,2011,1,2,-1,-1,-1,-1,2011,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200905,0,-1,-1,1,-9,7,2,1,0,2,2,2,2,1
11,110105,1,2,197810,1,3,1,2,5,1,1,2003,1,2,3,3,-1,-1,2003,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199901,2,-1,-1,1,200306,3,1,2,0,1,1,2,2,1
11,110105,1,2,197511,1,3,1,2,5,1,1,2011,1,2,3,3,-1,-1,1997,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200212,2,-1,-1,1,200801,3,1,2,0,1,2,1,2,1
11,110105,1,1,197510,1,3,1,2,1,1,1,2009,1,2,-1,-1,-1,-1,2008,1,13,20,6,1,6000,6,8,2,1,3,201107,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197002,1,3,1,2,1,1,1,2008,1,2,3,3,-1,-1,2008,1,6,42,5,1,6000,7,10,2,2,-1,199502,2,-1,-1,1,200001,2,1,2,0,2,2,2,4,2
11,110105,1,2,197908,1,3,2,2,5,1,1,2003,1,2,3,-1,-1,-1,2003,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200302,1,2,-1,2,-1,-1,-1,-1,0,3,2,1,1,1
